X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
page web bn:00080778n ; 0 ; 0.0959596 ; 0.0799297 ; 0.034036 ; 0.0764163 ; 0.0909091 ; 0 ; 0.0623628 ; 0.071805 ; 0.0847606 ; 0 ; 0.111111 ; 0 ; 0.104743 ; 0.100351 ; 0 ; 0.0267896 ; 0
navigateur bn:00013447n ; 0 ; 0 ; 0.0357927 ; 0.0226175 ; 0.0311814 ; 0 ; 0.037769 ; 0 ; 0 ; 0 ; 0.0267896 ; 0.0410628 ; 0 ; 0.0476504 ; 0.0469917 ; 0.0122969 ; 0.0188845 ; 0.0379886
serveur web bn:02705179n ; 0 ; 0.347826 ; 0.257576 ; 0.0816864 ; 0.209925 ; 0.311814 ; 0.20751 ; 0.198726 ; 0.218489 ; 0.246377 ; 0.110672 ; 0.396794 ; 0.183794 ; 0.397672 ; 0.347826 ; 0 ; 0 ; 0.307861
fichier bn:00021475n ; 0.0298639 ; 0.0546772 ; 0.0410628 ; 0.0252525 ; 0.0406236 ; 0 ; 0.0461133 ; 0 ; 0.0408432 ; 0 ; 0 ; 0 ; 0 ; 0.0656566 ; 0.0608256 ; 0 ; 0.0232762 ; 0.0606061
client bn:00019764n ; 0.0140536 ; 0 ; 0.0153711 ; 0 ; 0.0151515 ; 0.017567 ; 0 ; 0.0153711 ; 0 ; 0.0160299 ; 0 ; 0.0219587 ; 0.0169082 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0127361 ; 0 ; 0 ; 0 ; 0.0125165 ; 0.0116381 ; 0 ; 0.0142732 ; 0 ; 0.0166886 ; 0.0116381 ; 0.0147123 ; 0 ; 0.00746596 ; 0 ; 0
donnée bn:00025314n ; 0.0221783 ; 0 ; 0.0333773 ; 0.0177866 ; 0 ; 0 ; 0.0342556 ; 0.0261309 ; 0 ; 0.0333773 ; 0.0307422 ; 0.0419412 ; 0.0292051 ; 0.0447958 ; 0 ; 0.0122969 ; 0 ; 0
php bn:01753580n ; 0 ; 0.0812473 ; 0 ; 0.0267896 ; 0.0586298 ; 0.0715854 ; 0.0531401 ; 0.0527009 ; 0.0557751 ; 0 ; 0 ; 0.0832235 ; 0.0496267 ; 0 ; 0.0794906 ; 0 ; 0 ; 0.0742205
javascript bn:00055423n ; 0.12253 ; 0.28173 ; 0.220026 ; 0.0779534 ; 0.173035 ; 0.275143 ; 0.206851 ; 0.167325 ; 0 ; 0.205973 ; 0.113087 ; 0.33487 ; 0.173254 ; 0.334431 ; 0.275801 ; 0 ; 0 ; 0.243522
code bn:00020354n ; 0.0625823 ; 0.110233 ; 0.0777339 ; 0.0349144 ; 0 ; 0.0917874 ; 0.0832235 ; 0 ; 0.0772947 ; 0 ; 0.0564339 ; 0 ; 0.0676329 ; 0.129776 ; 0.114844 ; 0.0122969 ; 0 ; 0.0970575
texte bn:00076732n ; 0 ; 0 ; 0.0790514 ; 0 ; 0.0851998 ; 0.0985946 ; 0.079271 ; 0.0805885 ; 0.0805885 ; 0.0966184 ; 0 ; 0.137022 ; 0 ; 0.124945 ; 0.109135 ; 0.0215195 ; 0 ; 0.102547
concerner bn:00083240v ; 0 ; 0.0520422 ; 0 ; 0 ; 0 ; 0.0461133 ; 0 ; 0.0458937 ; 0.0432587 ; 0.045235 ; 0 ; 0.0498463 ; 0.0366711 ; 0.0566535 ; 0.0533597 ; 0.0136144 ; 0 ; 0
