Attributes;Weight
C1;0.280832
C11;0.410649
C12;0.550101
C13;0.180426
C14;0.30497
C15;0.741176
C16;0.301623
C17;0.347262
C18;0.348276
C19;0.617039
C2;0.278499
C3;0.590568
C4;0.300507
C5;0.439554
C6;0.355071
C7;0.182049
C8;0.193408
C9;0.377688
