X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.178201 ; 0.108466 ; 0.070264 ; 0.126297 ; 0.176911 ; 0.167908 ; 0.118188 ; 0.111595 ; 0.202646 ; 0.120075 ; 0.20407 ; 0.0960664 ; 0.165232 ; 0.161572 ; 0.0790094 ; 0.0541796 ; 0.143985
C11 ; 0.178201 ; 1 ; 0.30505 ; 0.0806138 ; 0.224255 ; 0.345242 ; 0.19841 ; 0.235182 ; 0.245218 ; 0.377586 ; 0.168506 ; 0.325193 ; 0.236154 ; 0.301856 ; 0.282812 ; 0.091705 ; 0.0984078 ; 0.312271
C12 ; 0.108466 ; 0.30505 ; 1 ; 0.0709579 ; 0.237508 ; 0.28829 ; 0.200656 ; 0.236236 ; 0.171208 ; 0.276477 ; 0.148216 ; 0.348315 ; 0.184043 ; 0.287437 ; 0.23253 ; 0.083569 ; 0.0854258 ; 0.248991
C13 ; 0.070264 ; 0.0806138 ; 0.0709579 ; 1 ; 0.0657895 ; 0.106465 ; 0.030993 ; 0.0729885 ; 0.0352765 ; 0.0862242 ; 0.0839593 ; 0.0885122 ; 0.0785169 ; 0.0705053 ; 0.0884005 ; 0.020202 ; 0.0514173 ; 0.0531221
C14 ; 0.126297 ; 0.224255 ; 0.237508 ; 0.0657895 ; 1 ; 0.24674 ; 0.182947 ; 0.212466 ; 0.144252 ; 0.261309 ; 0.120541 ; 0.224037 ; 0.133268 ; 0.220074 ; 0.19163 ; 0.0422047 ; 0.0227061 ; 0.206408
C15 ; 0.176911 ; 0.345242 ; 0.28829 ; 0.106465 ; 0.24674 ; 1 ; 0.241096 ; 0.303145 ; 0.219276 ; 0.415089 ; 0.279594 ; 0.393105 ; 0.17822 ; 0.292128 ; 0.302902 ; 0.0934374 ; 0.0720756 ; 0.317538
C16 ; 0.167908 ; 0.19841 ; 0.200656 ; 0.030993 ; 0.182947 ; 0.241096 ; 1 ; 0.189537 ; 0.133986 ; 0.239058 ; 0.142977 ; 0.258795 ; 0.11302 ; 0.203462 ; 0.181642 ; 0.0501132 ; 0.0456902 ; 0.220151
C17 ; 0.118188 ; 0.235182 ; 0.236236 ; 0.0729885 ; 0.212466 ; 0.303145 ; 0.189537 ; 1 ; 0.16824 ; 0.255507 ; 0.135775 ; 0.286167 ; 0.116172 ; 0.222426 ; 0.229256 ; 0.0582883 ; 0.0378575 ; 0.251369
C18 ; 0.111595 ; 0.245218 ; 0.171208 ; 0.0352765 ; 0.144252 ; 0.219276 ; 0.133986 ; 0.16824 ; 1 ; 0.257282 ; 0.0961145 ; 0.196158 ; 0.163557 ; 0.230266 ; 0.229146 ; 0.0505327 ; 0.0531164 ; 0.266946
C19 ; 0.202646 ; 0.377586 ; 0.276477 ; 0.0862242 ; 0.261309 ; 0.415089 ; 0.239058 ; 0.255507 ; 0.257282 ; 1 ; 0.211098 ; 0.358568 ; 0.191534 ; 0.339111 ; 0.305573 ; 0.0939081 ; 0.0772309 ; 0.350837
C2 ; 0.120075 ; 0.168506 ; 0.148216 ; 0.0839593 ; 0.120541 ; 0.279594 ; 0.142977 ; 0.135775 ; 0.0961145 ; 0.211098 ; 1 ; 0.188757 ; 0.0760499 ; 0.116646 ; 0.14951 ; 0.156324 ; 0.0462603 ; 0.140632
C3 ; 0.20407 ; 0.325193 ; 0.348315 ; 0.0885122 ; 0.224037 ; 0.393105 ; 0.258795 ; 0.286167 ; 0.196158 ; 0.358568 ; 0.188757 ; 1 ; 0.232755 ; 0.317931 ; 0.285166 ; 0.105667 ; 0.0635802 ; 0.288648
C4 ; 0.0960664 ; 0.236154 ; 0.184043 ; 0.0785169 ; 0.133268 ; 0.17822 ; 0.11302 ; 0.116172 ; 0.163557 ; 0.191534 ; 0.0760499 ; 0.232755 ; 1 ; 0.213007 ; 0.16902 ; 0.0534759 ; 0.0615051 ; 0.202093
C5 ; 0.165232 ; 0.301856 ; 0.287437 ; 0.0705053 ; 0.220074 ; 0.292128 ; 0.203462 ; 0.222426 ; 0.230266 ; 0.339111 ; 0.116646 ; 0.317931 ; 0.213007 ; 1 ; 0.349415 ; 0.0666823 ; 0.055802 ; 0.283523
C6 ; 0.161572 ; 0.282812 ; 0.23253 ; 0.0884005 ; 0.19163 ; 0.302902 ; 0.181642 ; 0.229256 ; 0.229146 ; 0.305573 ; 0.14951 ; 0.285166 ; 0.16902 ; 0.349415 ; 1 ; 0.0679962 ; 0.0691155 ; 0.28704
C7 ; 0.0790094 ; 0.091705 ; 0.083569 ; 0.020202 ; 0.0422047 ; 0.0934374 ; 0.0501132 ; 0.0582883 ; 0.0505327 ; 0.0939081 ; 0.156324 ; 0.105667 ; 0.0534759 ; 0.0666823 ; 0.0679962 ; 1 ; 0.0532269 ; 0.048616
C8 ; 0.0541796 ; 0.0984078 ; 0.0854258 ; 0.0514173 ; 0.0227061 ; 0.0720756 ; 0.0456902 ; 0.0378575 ; 0.0531164 ; 0.0772309 ; 0.0462603 ; 0.0635802 ; 0.0615051 ; 0.055802 ; 0.0691155 ; 0.0532269 ; 1 ; 0.0765355
C9 ; 0.143985 ; 0.312271 ; 0.248991 ; 0.0531221 ; 0.206408 ; 0.317538 ; 0.220151 ; 0.251369 ; 0.266946 ; 0.350837 ; 0.140632 ; 0.288648 ; 0.202093 ; 0.283523 ; 0.28704 ; 0.048616 ; 0.0765355 ; 1
