Attributes;Weight
C1;0.111111
C11;0.0972222
C12;0.194444
C13;0.138889
C14;0.0833333
C15;0.0833333
C16;0.152778
C17;0.194444
C18;0.236111
C19;0.125
C2;0.208333
C3;0.0972222
C4;0.0694444
C5;0.0972222
C6;0.0833333
C7;0.152778
C8;0.222222
C9;0.166667
