X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.112192 ; 0.0743802 ; 0.045911 ; 0.0664062 ; 0.118199 ; 0.0653061 ; 0.10043 ; 0.0199818 ; 0.123333 ; 0.0606421 ; 0.0697527 ; 0.0365112 ; 0.0834564 ; 0.0712884 ; 0.0979381 ; 0.0458404 ; 0.0657797
C11 ; 0.112192 ; 1 ; 0.222939 ; 0.0858974 ; 0.201519 ; 0.325287 ; 0.139535 ; 0.217836 ; 0.191781 ; 0.311814 ; 0.137868 ; 0.214286 ; 0.148555 ; 0.203365 ; 0.22957 ; 0.077233 ; 0.0784447 ; 0.197512
C12 ; 0.0743802 ; 0.222939 ; 1 ; 0.0685019 ; 0.147374 ; 0.349026 ; 0.158879 ; 0.269369 ; 0.14104 ; 0.304846 ; 0.140012 ; 0.322094 ; 0.113507 ; 0.22556 ; 0.255723 ; 0.088215 ; 0.0599455 ; 0.235477
C13 ; 0.045911 ; 0.0858974 ; 0.0685019 ; 1 ; 0.0962129 ; 0.0809698 ; 0.0428135 ; 0.0822604 ; 0.0485252 ; 0.085141 ; 0.0381406 ; 0.0679487 ; 0.0833333 ; 0.0695266 ; 0.0859637 ; 0.0114566 ; 0.0456942 ; 0.0327035
C14 ; 0.0664062 ; 0.201519 ; 0.147374 ; 0.0962129 ; 1 ; 0.173483 ; 0.1 ; 0.12201 ; 0.100676 ; 0.219814 ; 0.131072 ; 0.127222 ; 0.119869 ; 0.107099 ; 0.167453 ; 0.0458422 ; 0.027897 ; 0.13198
C15 ; 0.118199 ; 0.325287 ; 0.349026 ; 0.0809698 ; 0.173483 ; 1 ; 0.207394 ; 0.289377 ; 0.207093 ; 0.455994 ; 0.189826 ; 0.336419 ; 0.16696 ; 0.262108 ; 0.300477 ; 0.0818658 ; 0.0895884 ; 0.323011
C16 ; 0.0653061 ; 0.139535 ; 0.158879 ; 0.0428135 ; 0.1 ; 0.207394 ; 1 ; 0.13259 ; 0.105304 ; 0.124272 ; 0.0930876 ; 0.150407 ; 0.0716612 ; 0.108942 ; 0.125218 ; 0.0412946 ; 0.0606061 ; 0.165883
C17 ; 0.10043 ; 0.217836 ; 0.269369 ; 0.0822604 ; 0.12201 ; 0.289377 ; 0.13259 ; 1 ; 0.133096 ; 0.241593 ; 0.131668 ; 0.253043 ; 0.114127 ; 0.203743 ; 0.235084 ; 0.0525148 ; 0.0378058 ; 0.196131
C18 ; 0.0199818 ; 0.191781 ; 0.14104 ; 0.0485252 ; 0.100676 ; 0.207093 ; 0.105304 ; 0.133096 ; 1 ; 0.1975 ; 0.0877042 ; 0.133113 ; 0.104513 ; 0.132308 ; 0.164447 ; 0.0379487 ; 0.0312826 ; 0.173239
C19 ; 0.123333 ; 0.311814 ; 0.304846 ; 0.085141 ; 0.219814 ; 0.455994 ; 0.124272 ; 0.241593 ; 0.1975 ; 1 ; 0.155983 ; 0.31336 ; 0.14243 ; 0.298104 ; 0.264668 ; 0.104624 ; 0.0727273 ; 0.239836
C2 ; 0.0606421 ; 0.137868 ; 0.140012 ; 0.0381406 ; 0.131072 ; 0.189826 ; 0.0930876 ; 0.131668 ; 0.0877042 ; 0.155983 ; 1 ; 0.131107 ; 0.0708372 ; 0.0930707 ; 0.0926949 ; 0.148529 ; 0.0341064 ; 0.0984743
C3 ; 0.0697527 ; 0.214286 ; 0.322094 ; 0.0679487 ; 0.127222 ; 0.336419 ; 0.150407 ; 0.253043 ; 0.133113 ; 0.31336 ; 0.131107 ; 1 ; 0.169552 ; 0.217832 ; 0.230291 ; 0.0990237 ; 0.058623 ; 0.208841
C4 ; 0.0365112 ; 0.148555 ; 0.113507 ; 0.0833333 ; 0.119869 ; 0.16696 ; 0.0716612 ; 0.114127 ; 0.104513 ; 0.14243 ; 0.0708372 ; 0.169552 ; 1 ; 0.135859 ; 0.139618 ; 0.0375854 ; 0.0113895 ; 0.144957
C5 ; 0.0834564 ; 0.203365 ; 0.22556 ; 0.0695266 ; 0.107099 ; 0.262108 ; 0.108942 ; 0.203743 ; 0.132308 ; 0.298104 ; 0.0930707 ; 0.217832 ; 0.135859 ; 1 ; 0.284079 ; 0.0796178 ; 0.035742 ; 0.167027
C6 ; 0.0712884 ; 0.22957 ; 0.255723 ; 0.0859637 ; 0.167453 ; 0.300477 ; 0.125218 ; 0.235084 ; 0.164447 ; 0.264668 ; 0.0926949 ; 0.230291 ; 0.139618 ; 0.284079 ; 1 ; 0.0387755 ; 0.0458971 ; 0.213542
C7 ; 0.0979381 ; 0.077233 ; 0.088215 ; 0.0114566 ; 0.0458422 ; 0.0818658 ; 0.0412946 ; 0.0525148 ; 0.0379487 ; 0.104624 ; 0.148529 ; 0.0990237 ; 0.0375854 ; 0.0796178 ; 0.0387755 ; 1 ; 0.0285132 ; 0.0521739
C8 ; 0.0458404 ; 0.0784447 ; 0.0599455 ; 0.0456942 ; 0.027897 ; 0.0895884 ; 0.0606061 ; 0.0378058 ; 0.0312826 ; 0.0727273 ; 0.0341064 ; 0.058623 ; 0.0113895 ; 0.035742 ; 0.0458971 ; 0.0285132 ; 1 ; 0.0712531
C9 ; 0.0657797 ; 0.197512 ; 0.235477 ; 0.0327035 ; 0.13198 ; 0.323011 ; 0.165883 ; 0.196131 ; 0.173239 ; 0.239836 ; 0.0984743 ; 0.208841 ; 0.144957 ; 0.167027 ; 0.213542 ; 0.0521739 ; 0.0712531 ; 1
