Attributes;Weight
C1;0.107621
C11;0.392846
C12;0.4
C13;0.096423
C14;0.210575
C15;0.610575
C16;0.20311
C17;0.348056
C18;0.221151
C19;0.511975
C2;0.141524
C3;0.407465
C4;0.189425
C5;0.330016
C6;0.38196
C7;0.0715397
C8;0.0730949
C9;0.330638
