X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.142857 ; 0.222222 ; 0.111111 ; 0.0952381 ; 0.25 ; 0.1 ; 0.333333 ; 0.2 ; 0.0689655 ; 0.222222 ; 0.222222 ; 0.133333 ; 0.0740741 ; 0.0666667 ; 0.0769231 ; 0.166667 ; 0.142857
C11 ; 0.142857 ; 1 ; 0.047619 ; 0.25 ; 0.210526 ; 0.25 ; 0.1 ; 0.142857 ; 0.2 ; 0.0689655 ; 0.1 ; 0.1 ; 0.0625 ; 0.0740741 ; 0.333333 ; 0.166667 ; 0.166667 ; 0.142857
C12 ; 0.222222 ; 0.047619 ; 1 ; 0.0434783 ; 0.121212 ; 0.0909091 ; 0.241379 ; 0.222222 ; 0.0526316 ; 0.323529 ; 0.190476 ; 0.5 ; 0.55 ; 0.30303 ; 0.0344828 ; 0.272727 ; 0.105263 ; 0.047619
C13 ; 0.111111 ; 0.25 ; 0.0434783 ; 1 ; 0.190476 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.333333 ; 0.0645161 ; 0.181818 ; 0.0434783 ; 0.117647 ; 0.0689655 ; 0.5 ; 0.0666667 ; 0.125 ; 0.25
C14 ; 0.0952381 ; 0.210526 ; 0.121212 ; 0.190476 ; 1 ; 0.190476 ; 0.193548 ; 0.0952381 ; 0.05 ; 0.352941 ; 0.0833333 ; 0.121212 ; 0.142857 ; 0.222222 ; 0.347826 ; 0.16 ; 0.157895 ; 0.0952381
C15 ; 0.25 ; 0.25 ; 0.0909091 ; 0.0909091 ; 0.190476 ; 1 ; 0.0434783 ; 0.25 ; 0.142857 ; 0.178571 ; 0.0833333 ; 0.2 ; 0.117647 ; 0.0689655 ; 0.125 ; 0.142857 ; 0.125 ; 0.111111
C16 ; 0.1 ; 0.1 ; 0.241379 ; 0.2 ; 0.193548 ; 0.0434783 ; 1 ; 0.1 ; 0.0526316 ; 0.184211 ; 0.388889 ; 0.241379 ; 0.148148 ; 0.387097 ; 0.2 ; 0.166667 ; 0.05 ; 0.1
C17 ; 0.333333 ; 0.142857 ; 0.222222 ; 0.111111 ; 0.0952381 ; 0.25 ; 0.1 ; 1 ; 0.2 ; 0.148148 ; 0.1 ; 0.222222 ; 0.307692 ; 0.0740741 ; 0.0666667 ; 0.166667 ; 0.166667 ; 0.142857
C18 ; 0.2 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.05 ; 0.142857 ; 0.0526316 ; 0.2 ; 1 ; 0.0357143 ; 0.125 ; 0.0526316 ; 0.153846 ; 0.0384615 ; 0.166667 ; 0.0909091 ; 0.25 ; 0.5
C19 ; 0.0689655 ; 0.0689655 ; 0.323529 ; 0.0645161 ; 0.352941 ; 0.178571 ; 0.184211 ; 0.148148 ; 0.0357143 ; 1 ; 0.133333 ; 0.323529 ; 0.37931 ; 0.485714 ; 0.114286 ; 0.37037 ; 0.111111 ; 0.0333333
C2 ; 0.222222 ; 0.1 ; 0.190476 ; 0.181818 ; 0.0833333 ; 0.0833333 ; 0.388889 ; 0.1 ; 0.125 ; 0.133333 ; 1 ; 0.190476 ; 0.111111 ; 0.28 ; 0.117647 ; 0.133333 ; 0.111111 ; 0.1
C3 ; 0.222222 ; 0.1 ; 0.5 ; 0.0434783 ; 0.121212 ; 0.2 ; 0.241379 ; 0.222222 ; 0.0526316 ; 0.323529 ; 0.190476 ; 1 ; 0.291667 ; 0.30303 ; 0.0714286 ; 0.272727 ; 0.05 ; 0.047619
C4 ; 0.133333 ; 0.0625 ; 0.55 ; 0.117647 ; 0.142857 ; 0.117647 ; 0.148148 ; 0.307692 ; 0.153846 ; 0.37931 ; 0.111111 ; 0.291667 ; 1 ; 0.1875 ; 0.0869565 ; 0.352941 ; 0.142857 ; 0.133333
C5 ; 0.0740741 ; 0.0740741 ; 0.30303 ; 0.0689655 ; 0.222222 ; 0.0689655 ; 0.387097 ; 0.0740741 ; 0.0384615 ; 0.485714 ; 0.28 ; 0.30303 ; 0.1875 ; 1 ; 0.121212 ; 0.4 ; 0.12 ; 0.0357143
C6 ; 0.0666667 ; 0.333333 ; 0.0344828 ; 0.5 ; 0.347826 ; 0.125 ; 0.2 ; 0.0666667 ; 0.166667 ; 0.114286 ; 0.117647 ; 0.0714286 ; 0.0869565 ; 0.121212 ; 1 ; 0.1 ; 0.0714286 ; 0.142857
C7 ; 0.0769231 ; 0.166667 ; 0.272727 ; 0.0666667 ; 0.16 ; 0.142857 ; 0.166667 ; 0.166667 ; 0.0909091 ; 0.37037 ; 0.133333 ; 0.272727 ; 0.352941 ; 0.4 ; 0.1 ; 1 ; 0.181818 ; 0.0769231
C8 ; 0.166667 ; 0.166667 ; 0.105263 ; 0.125 ; 0.157895 ; 0.125 ; 0.05 ; 0.166667 ; 0.25 ; 0.111111 ; 0.111111 ; 0.05 ; 0.142857 ; 0.12 ; 0.0714286 ; 0.181818 ; 1 ; 0.166667
C9 ; 0.142857 ; 0.142857 ; 0.047619 ; 0.25 ; 0.0952381 ; 0.111111 ; 0.1 ; 0.142857 ; 0.5 ; 0.0333333 ; 0.1 ; 0.047619 ; 0.133333 ; 0.0357143 ; 0.142857 ; 0.0769231 ; 0.166667 ; 1
