Attributes;Weight
C1;0.189349
C11;0.189349
C12;0.12426
C13;0.16568
C14;0.0710059
C15;0.195266
C16;0.12426
C17;0.266272
C18;0.313609
C19;0.183432
C2;0.159763
C3;0.130178
C4;0.171598
C5;0.0414201
C6;0.106509
C7;0.201183
C8;0.183432
C9;0.224852
