X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
C1 ; 1 ; 0.0714286 ; 0.047619 ; 0.125 ; 0.0769231 ; 0.0769231 ; 0.117647 ; 0.047619 ; 0.0869565 ; 0.133333 ; 0.0952381 ; 0.0714286 ; 0.0833333 ; 0.0714286 ; 0.166667 ; 0.0555556 ; 0.0434783 ; 0.111111
C11 ; 0.0714286 ; 1 ; 0.105263 ; 0.0625 ; 0.0833333 ; 0.3 ; 0.0588235 ; 0.166667 ; 0.142857 ; 0.0666667 ; 0.047619 ; 0.0769231 ; 0.2 ; 0.0769231 ; 0.3 ; 0.0588235 ; 0.0952381 ; 0.266667
C12 ; 0.047619 ; 0.105263 ; 1 ; 0.0434783 ; 0.111111 ; 0.0526316 ; 0.136364 ; 0.333333 ; 0.148148 ; 0.0454545 ; 0.16 ; 0.105263 ; 0.266667 ; 0.235294 ; 0.0526316 ; 0.0869565 ; 0.0714286 ; 0.181818
C13 ; 0.125 ; 0.0625 ; 0.0434783 ; 1 ; 0.142857 ; 0.0666667 ; 0.105263 ; 0.0434783 ; 0.125 ; 0.117647 ; 0.136364 ; 0.0625 ; 0.0714286 ; 0.133333 ; 0.0666667 ; 0.3125 ; 0.3 ; 0.1
C14 ; 0.0769231 ; 0.0833333 ; 0.111111 ; 0.142857 ; 1 ; 0.0909091 ; 0.133333 ; 0.111111 ; 0.0454545 ; 0.0714286 ; 0.105263 ; 0.0833333 ; 0.222222 ; 0.181818 ; 0.0909091 ; 0.0625 ; 0.1 ; 0.125
C15 ; 0.0769231 ; 0.3 ; 0.0526316 ; 0.0666667 ; 0.0909091 ; 1 ; 0.133333 ; 0.111111 ; 0.15 ; 0.153846 ; 0.105263 ; 0.181818 ; 0.1 ; 0.0833333 ; 0.333333 ; 0.0625 ; 0.1 ; 0.125
C16 ; 0.117647 ; 0.0588235 ; 0.136364 ; 0.105263 ; 0.133333 ; 0.133333 ; 1 ; 0.0869565 ; 0.166667 ; 0.111111 ; 0.238095 ; 0.125 ; 0.0666667 ; 0.125 ; 0.0625 ; 0.1 ; 0.125 ; 0.0952381
C17 ; 0.047619 ; 0.166667 ; 0.333333 ; 0.0434783 ; 0.111111 ; 0.111111 ; 0.0869565 ; 1 ; 0.148148 ; 0.0952381 ; 0.208333 ; 0.166667 ; 0.117647 ; 0.05 ; 0.0526316 ; 0.0869565 ; 0.0714286 ; 0.181818
C18 ; 0.0869565 ; 0.142857 ; 0.148148 ; 0.125 ; 0.0454545 ; 0.15 ; 0.166667 ; 0.148148 ; 1 ; 0.0833333 ; 0.230769 ; 0.0909091 ; 0.047619 ; 0.0909091 ; 0.210526 ; 0.217391 ; 0.137931 ; 0.16
C19 ; 0.133333 ; 0.0666667 ; 0.0454545 ; 0.117647 ; 0.0714286 ; 0.153846 ; 0.111111 ; 0.0952381 ; 0.0833333 ; 1 ; 0.0909091 ; 0.0666667 ; 0.0769231 ; 0.0666667 ; 0.0714286 ; 0.25 ; 0.136364 ; 0.105263
C2 ; 0.0952381 ; 0.047619 ; 0.16 ; 0.136364 ; 0.105263 ; 0.105263 ; 0.238095 ; 0.208333 ; 0.230769 ; 0.0909091 ; 1 ; 0.047619 ; 0.0526316 ; 0.222222 ; 0.05 ; 0.0833333 ; 0.148148 ; 0.08
C3 ; 0.0714286 ; 0.0769231 ; 0.105263 ; 0.0625 ; 0.0833333 ; 0.181818 ; 0.125 ; 0.166667 ; 0.0909091 ; 0.0666667 ; 0.047619 ; 1 ; 0.0909091 ; 0.0769231 ; 0.0833333 ; 0.2 ; 0.0952381 ; 0.0555556
C4 ; 0.0833333 ; 0.2 ; 0.266667 ; 0.0714286 ; 0.222222 ; 0.1 ; 0.0666667 ; 0.117647 ; 0.047619 ; 0.0769231 ; 0.0526316 ; 0.0909091 ; 1 ; 0.2 ; 0.1 ; 0.0666667 ; 0.05 ; 0.133333
C5 ; 0.0714286 ; 0.0769231 ; 0.235294 ; 0.133333 ; 0.181818 ; 0.0833333 ; 0.125 ; 0.05 ; 0.0909091 ; 0.0666667 ; 0.222222 ; 0.0769231 ; 0.2 ; 1 ; 0.0833333 ; 0.125 ; 0.210526 ; 0.0555556
C6 ; 0.166667 ; 0.3 ; 0.0526316 ; 0.0666667 ; 0.0909091 ; 0.333333 ; 0.0625 ; 0.0526316 ; 0.210526 ; 0.0714286 ; 0.05 ; 0.0833333 ; 0.1 ; 0.0833333 ; 1 ; 0.0625 ; 0.1 ; 0.125
C7 ; 0.0555556 ; 0.0588235 ; 0.0869565 ; 0.3125 ; 0.0625 ; 0.0625 ; 0.1 ; 0.0869565 ; 0.217391 ; 0.25 ; 0.0833333 ; 0.2 ; 0.0666667 ; 0.125 ; 0.0625 ; 1 ; 0.173913 ; 0.0454545
C8 ; 0.0434783 ; 0.0952381 ; 0.0714286 ; 0.3 ; 0.1 ; 0.1 ; 0.125 ; 0.0714286 ; 0.137931 ; 0.136364 ; 0.148148 ; 0.0952381 ; 0.05 ; 0.210526 ; 0.1 ; 0.173913 ; 1 ; 0.166667
C9 ; 0.111111 ; 0.266667 ; 0.181818 ; 0.1 ; 0.125 ; 0.125 ; 0.0952381 ; 0.181818 ; 0.16 ; 0.105263 ; 0.08 ; 0.0555556 ; 0.133333 ; 0.0555556 ; 0.125 ; 0.0454545 ; 0.166667 ; 1
