Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;2;Objects;0;2;
0;2;Attributes;0;2;C5.csv;C6.csv;
1;1;Objects;2;1;chaîne bn:00074685n;nombre bn:00058285n;
1;1;Attributes;2;1;C5.csv;
2;1;Objects;4;1;php bn:01753580n;serveur bn:00044916n;fichiers bn:00021475n;code bn:00020354n;
2;1;Attributes;4;1;C6.csv;
3;0;Objects;6;0;php bn:01753580n;serveur bn:00044916n;chaîne bn:00074685n;nombre bn:00058285n;fichiers bn:00021475n;code bn:00020354n;
3;0;Attributes;6;0;
