X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
méthode bn:01641329n ; 0 ; 0.233333 ; 0 ; 0.217949 ; 0.284091 ; 0.234568 ; 0.21875 ; 0.227273 ; 0.210526 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0666667 ; 0 ; 0.056338 ; 0.0689655 ; 0 ; 0 ; 0 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.030303 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.056338 ; 0 ; 0 ; 0 ; 0.08 ; 0.111111 ; 0
france bn:00036202n ; 0 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0384615
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0147059 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.125 ; 0 ; 0 ; 0.056338 ; 0.0689655 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078
xml bn:02771436n ; 0 ; 0 ; 0.0344828 ; 0 ; 0 ; 0.0357143 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0689655 ; 0.111111 ; 0 ; 0 ; 0 ; 0.0740741
varchar bn:01838409n ; 0 ; 0 ; 0.0344828 ; 0 ; 0.0289855 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0666667 ; 0 ; 0 ; 0.0689655 ; 0 ; 0 ; 0.08 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0344828 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0384615
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0754717 ; 0 ; 0.0689655 ; 0 ; 0 ; 0 ; 0 ; 0.0740741
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.056338 ; 0 ; 0 ; 0 ; 0.08 ; 0 ; 0.0740741
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0357143 ; 0 ; 0 ; 0.0416667 ; 0 ; 0
