X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
fichier bn:00021475n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.285714 ; 0 ; 0.142857
client bn:00019764n ; 0.25 ; 0 ; 0.307692 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.235294 ; 0.266667 ; 0.238095 ; 0 ; 0.153846 ; 0 ; 0 ; 0 ; 0.294118
donnée bn:00025314n ; 0 ; 0.222222 ; 0.315789 ; 0.277778 ; 0.363636 ; 0 ; 0.1875 ; 0 ; 0 ; 0 ; 0.368421
php bn:01753580n ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0.2 ; 0 ; 0 ; 0.25 ; 0 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.1875 ; 0.3 ; 0 ; 0.153846 ; 0.181818 ; 0 ; 0.307692 ; 0.222222
zones bn:00005513n ; 0 ; 0 ; 0.153846 ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0
site bn:00047172n ; 0.153846 ; 0.266667 ; 0.294118 ; 0 ; 0.285714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.277778
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0.142857 ; 0 ; 0.333333 ; 0
langage de script bn:01431715n ; 0 ; 0.307692 ; 0 ; 0 ; 0.25 ; 0.230769 ; 0 ; 0 ; 0 ; 0.230769 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0 ; 0 ; 0.142857
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.157895 ; 0 ; 0 ; 0 ; 0.222222 ; 0.3 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0
france bn:00036202n ; 0 ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0588235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.272727 ; 0 ; 0 ; 0.157895 ; 0.181818 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0769231
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0769231
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0
