Objects;Weight
navigateur bn:00013447n;0.48951
fichier bn:00021475n;0.125874
client bn:00019764n;0.048951
base de donnée bn:00025333n;0.174825
donnée bn:00025314n;0.258741
php bn:01753580n;0.111888
code bn:00020354n;0.111888
commentaire bn:00020978n;0.328671
délimiter bn:00086464v;0.251748
post bn:01500184n;0.258741
nombre bn:00058285n;0.237762
zones bn:00005513n;0.027972
personne bn:00046516n;0.286713
méthode post bn:00045088n;0.265734
mysql bn:01225760n;0.111888
salaire bn:15928884n;0.013986
site bn:00047172n;0.118881
chaîne bn:00074685n;0.0559441
configuration bn:03088982n;0.0559441
paris bn:00015540n;0.027972
langage de script bn:01431715n;0.0909091
opérateur bn:16281811n;0.027972
super bn:17336345n;0.013986
type bn:00016413n;0.188811
foreach bn:03463379n;0.426573
serveur bn:00044916n;0.027972
communication bn:00021221n;0.0559441
interpréter bn:00089840v;0.0559441
classes bn:03608262n;0.195804
bienvenue bn:00080852n;0.027972
class bn:03598962n;0.0559441
méthode bn:01641329n;0.321678
session bn:03751534n;0.0559441
pouvoir bn:00084451v;0.013986
mysqli bn:01438356n;0.0559441
france bn:00036202n;0.013986
pointeur bn:03222272n;0.027972
casse bn:03225002n;0.013986
timestamp bn:03603649n;0.0559441
exceptions bn:00032118n;0.013986
xml bn:02771436n;0.027972
echo bn:03626250n;0.013986
files bn:00065682n;0.0559441
varchar bn:01838409n;0.027972
mise bn:00016287n;0.0559441
valeur bn:00079508n;0.027972
composer bn:14766022n;0.0559441
positionnement bn:00030615n;0.013986
null bn:15898583n;0.0559441
généralité bn:00041249n;0.013986
autre bn:00108013a;0.013986
avoir accès bn:00082209v;0.027972
