X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
page web bn:00080778n ; 0 ; 0 ; 0.0789474 ; 0 ; 0.0773481 ; 0.0769231 ; 0 ; 0.164557 ; 0 ; 0 ; 0.0979021
navigateur bn:00013447n ; 0 ; 0.22561 ; 0.266376 ; 0 ; 0.238938 ; 0.271429 ; 0.308271 ; 0.212329 ; 0.221106 ; 0 ; 0.253886
serveur web bn:02705179n ; 0 ; 0.204225 ; 0.214953 ; 0.206061 ; 0.196172 ; 0.203046 ; 0 ; 0 ; 0.196629 ; 0 ; 0.191011
fichier bn:00021475n ; 0.13 ; 0 ; 0 ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0.0972222 ; 0.0946746 ; 0.0902778
client bn:00019764n ; 0.0454545 ; 0 ; 0.0222222 ; 0.0336134 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0684211 ; 0.0839695 ; 0.0842697 ; 0 ; 0.144737 ; 0 ; 0 ; 0 ; 0.0992908
donnée bn:00025314n ; 0 ; 0.157895 ; 0.121827 ; 0.118881 ; 0.134409 ; 0 ; 0.22093 ; 0 ; 0 ; 0 ; 0.130719
php bn:01753580n ; 0.224138 ; 0 ; 0.125 ; 0.201389 ; 0 ; 0.153005 ; 0 ; 0 ; 0.176101 ; 0.175824 ; 0
java bn:00048043n ; 0.166667 ; 0.246032 ; 0.165877 ; 0 ; 0.174129 ; 0.18617 ; 0.171171 ; 0 ; 0 ; 0.147208 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.0650407 ; 0 ; 0.0496894 ; 0 ; 0 ; 0.0583942 ; 0.0487805 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.209302 ; 0 ; 0.201923 ; 0.221649 ; 0.2 ; 0 ; 0.189944 ; 0.165049 ; 0.232558
concerner bn:00083240v ; 0 ; 0 ; 0.198157 ; 0.206061 ; 0.219512 ; 0.190955 ; 0.210084 ; 0 ; 0 ; 0.165049 ; 0.239766
commentaire bn:00020978n ; 0.18705 ; 0 ; 0.173516 ; 0.232704 ; 0.181818 ; 0 ; 0 ; 0.210084 ; 0.22807 ; 0.234375 ; 0
délimiter bn:00086464v ; 0 ; 0 ; 0.125 ; 0.146853 ; 0 ; 0.116022 ; 0 ; 0.191489 ; 0 ; 0.132597 ; 0.141935
fois bn:00032768n ; 0.255924 ; 0.288462 ; 0.394531 ; 0 ; 0.314394 ; 0.385892 ; 0.199005 ; 0 ; 0.270492 ; 0.321569 ; 0.314894
url bn:00079080n ; 0.248227 ; 0 ; 0.223744 ; 0.232143 ; 0.205607 ; 0 ; 0 ; 0 ; 0.214286 ; 0.265306 ; 0.195652
case à cocher bn:03157691n ; 0.0869565 ; 0 ; 0 ; 0.0650407 ; 0 ; 0.0496894 ; 0 ; 0 ; 0.0583942 ; 0 ; 0
post bn:01500184n ; 0 ; 0.161017 ; 0.141414 ; 0 ; 0.119171 ; 0.140449 ; 0 ; 0 ; 0.140127 ; 0 ; 0.141026
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.134752 ; 0.140541 ; 0 ; 0.166667 ; 0.227273 ; 0 ; 0.110497 ; 0.145695
text bn:14981519n ; 0.277457 ; 0.244444 ; 0.320675 ; 0.26 ; 0.273109 ; 0.283186 ; 0 ; 0 ; 0 ; 0.31982 ; 0.25
langage bn:00049910n ; 0.173913 ; 0 ; 0.198113 ; 0 ; 0.173077 ; 0 ; 0 ; 0.215517 ; 0.196532 ; 0.206186 ; 0.197674
zones bn:00005513n ; 0 ; 0 ; 0.011236 ; 0 ; 0 ; 0.0129032 ; 0 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.253333 ; 0.262857 ; 0.230769 ; 0.233333 ; 0 ; 0 ; 0.25 ; 0.241706 ; 0.238095
case bn:04777941n ; 0.231343 ; 0.183099 ; 0.195349 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0.2 ; 0.227979 ; 0.194286
associer bn:00082868v ; 0 ; 0 ; 0.156863 ; 0 ; 0.141414 ; 0.157609 ; 0 ; 0 ; 0.18125 ; 0.15508 ; 0.175
personne bn:00046516n ; 0 ; 0 ; 0.121359 ; 0.172414 ; 0.133333 ; 0 ; 0 ; 0.242105 ; 0.171975 ; 0.146739 ; 0
méthode post bn:00045088n ; 0 ; 0.15748 ; 0.156863 ; 0 ; 0 ; 0.163934 ; 0.212121 ; 0.149533 ; 0.145455 ; 0 ; 0.160494
fermeture bn:16858148n ; 0.265823 ; 0 ; 0.395018 ; 0.340081 ; 0.34507 ; 0.308511 ; 0 ; 0.223684 ; 0.374502 ; 0.458824 ; 0.307985
machine bn:00054050n ; 0 ; 0 ; 0.0837696 ; 0 ; 0.0824176 ; 0.0887574 ; 0 ; 0 ; 0 ; 0.0872093 ; 0.104167
mysql bn:01225760n ; 0 ; 0 ; 0.0434783 ; 0.0650407 ; 0.045977 ; 0.0496894 ; 0 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00636943 ; 0
jour bn:00000086n ; 0.13 ; 0 ; 0.0732984 ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0.0946746 ; 0.0979021
programmation bn:00021493n ; 0.244444 ; 0.1875 ; 0 ; 0.236025 ; 0.179245 ; 0.221649 ; 0 ; 0 ; 0.217143 ; 0.230769 ; 0
site bn:00047172n ; 0.132653 ; 0.117647 ; 0.0855615 ; 0 ; 0.0722222 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0763889
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0 ; 0 ; 0.0597015 ; 0 ; 0.025 ; 0
header bn:00043309n ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0.0946746 ; 0 ; 0 ; 0.110345 ; 0.0930233 ; 0.111111
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0650407 ; 0 ; 0 ; 0 ; 0.112676 ; 0.0583942 ; 0.0487805 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0.0837696 ; 0 ; 0.0824176 ; 0.0887574 ; 0 ; 0 ; 0 ; 0.0872093 ; 0.104167
configuration bn:03088982n ; 0 ; 0 ; 0.0222222 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0300752 ; 0.025 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0152672 ; 0.0126582 ; 0
langage de script bn:01431715n ; 0 ; 0.0736842 ; 0 ; 0 ; 0.0402299 ; 0.05 ; 0 ; 0 ; 0 ; 0.0426829 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0833333 ; 0 ; 0.0879121 ; 0.0946746 ; 0 ; 0 ; 0.110345 ; 0.0930233 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.011236 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0126582 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00636943 ; 0
type bn:00016413n ; 0 ; 0 ; 0.0837696 ; 0 ; 0.0824176 ; 0.0887574 ; 0.197368 ; 0 ; 0 ; 0 ; 0.104167
foreach bn:03463379n ; 0 ; 0.204225 ; 0.214953 ; 0.206061 ; 0.196172 ; 0.203046 ; 0 ; 0 ; 0.196629 ; 0 ; 0.191011
cle bn:04756252n ; 0 ; 0.15534 ; 0.0833333 ; 0.122137 ; 0 ; 0 ; 0 ; 0 ; 0.110345 ; 0.0930233 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0129032 ; 0 ; 0 ; 0 ; 0 ; 0.0153846
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0.0254777 ; 0 ; 0 ; 0 ; 0 ; 0.030303
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0 ; 0 ; 0.0597015 ; 0 ; 0.025 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0434783 ; 0 ; 0.045977 ; 0 ; 0 ; 0 ; 0 ; 0.0487805 ; 0.0588235
côté client bn:03163702n ; 0 ; 0 ; 0.0434783 ; 0 ; 0.045977 ; 0.0496894 ; 0 ; 0 ; 0 ; 0.0487805 ; 0
classes bn:03608262n ; 0 ; 0 ; 0.0833333 ; 0 ; 0.0879121 ; 0.0946746 ; 0 ; 0 ; 0.110345 ; 0.0930233 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0129032 ; 0 ; 0 ; 0 ; 0.0126582 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0 ; 0 ; 0 ; 0.0300752 ; 0.025 ; 0
mot bn:00081546n ; 0 ; 0.205479 ; 0.226852 ; 0.228916 ; 0.20283 ; 0.21608 ; 0 ; 0 ; 0 ; 0.195122 ; 0.205556
méthode bn:01641329n ; 0 ; 0.171875 ; 0 ; 0.155844 ; 0.174359 ; 0.173913 ; 0.205882 ; 0.188679 ; 0.163636 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0434783 ; 0.0650407 ; 0.045977 ; 0.0496894 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0437158 ; 0 ; 0 ; 0.0434783 ; 0 ; 0.0985915 ; 0 ; 0.0426829 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0.0837696 ; 0.114504 ; 0 ; 0.0887574 ; 0 ; 0 ; 0 ; 0.0872093 ; 0.104167
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00636943 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0 ; 0 ; 0 ; 0.0300752 ; 0.025 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0434783 ; 0 ; 0 ; 0 ; 0 ; 0.112676 ; 0.0583942 ; 0.0487805 ; 0
public bn:00109211a ; 0 ; 0 ; 0.0833333 ; 0 ; 0.0879121 ; 0.0946746 ; 0 ; 0 ; 0.110345 ; 0.0930233 ; 0
france bn:00036202n ; 0 ; 0.0113636 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.011236 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0153846
list bn:04720346n ; 0 ; 0.0631579 ; 0.043956 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0514706 ; 0 ; 0.0441176
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.043956 ; 0 ; 0 ; 0.0235294 ; 0.0254777 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00775194
xml bn:02771436n ; 0 ; 0 ; 0.011236 ; 0 ; 0 ; 0.0129032 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00649351 ; 0 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0254777 ; 0.0625 ; 0 ; 0 ; 0 ; 0.030303
varchar bn:01838409n ; 0 ; 0 ; 0.011236 ; 0 ; 0.0119048 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0222222 ; 0 ; 0 ; 0.0254777 ; 0 ; 0 ; 0.0300752 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.011236 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0153846
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0336134 ; 0 ; 0.0254777 ; 0 ; 0 ; 0 ; 0 ; 0.030303
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00775194
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0235294 ; 0 ; 0 ; 0 ; 0.0300752 ; 0 ; 0.030303
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00649351 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00649351 ; 0 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0129032 ; 0 ; 0 ; 0.0152672 ; 0 ; 0
