X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
page web bn:00080778n ; 0 ; 0 ; 0.0311005 ; 0 ; 0.0334928 ; 0.0358852 ; 0 ; 0.0311005 ; 0 ; 0 ; 0.0334928
navigateur bn:00013447n ; 0 ; 0.124402 ; 0.136364 ; 0 ; 0.145933 ; 0.165072 ; 0.100478 ; 0.0837321 ; 0.119617 ; 0 ; 0.148325
serveur web bn:02705179n ; 0 ; 0.0933014 ; 0.110048 ; 0.0956938 ; 0.12201 ; 0.117225 ; 0 ; 0 ; 0.100478 ; 0 ; 0.114833
fichier bn:00021475n ; 0.0598086 ; 0 ; 0 ; 0 ; 0.0909091 ; 0.0885167 ; 0 ; 0.0574163 ; 0.0861244 ; 0.100478 ; 0.0861244
client bn:00019764n ; 0.00956938 ; 0 ; 0.00956938 ; 0.00956938 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0311005 ; 0.0263158 ; 0.0358852 ; 0 ; 0.0263158 ; 0 ; 0 ; 0 ; 0.0334928
donnée bn:00025314n ; 0 ; 0.0574163 ; 0.0574163 ; 0.0454545 ; 0.069378 ; 0 ; 0.0526316 ; 0 ; 0 ; 0 ; 0.062201
php bn:01753580n ; 0.062201 ; 0 ; 0.062201 ; 0.069378 ; 0 ; 0.0669856 ; 0 ; 0 ; 0.0669856 ; 0.076555 ; 0
java bn:00048043n ; 0.0550239 ; 0.0813397 ; 0.0861244 ; 0 ; 0.0933014 ; 0.0933014 ; 0.0550239 ; 0 ; 0 ; 0.0789474 ; 0
code bn:00020354n ; 0.145933 ; 0.174641 ; 0 ; 0.177033 ; 0.260766 ; 0.246411 ; 0.0861244 ; 0 ; 0.181818 ; 0.229665 ; 0.200957
texte bn:00076732n ; 0 ; 0.222488 ; 0.260766 ; 0.208134 ; 0.315789 ; 0.303828 ; 0.136364 ; 0 ; 0.217703 ; 0.236842 ; 0.277512
concerner bn:00083240v ; 0 ; 0 ; 0.102871 ; 0.0909091 ; 0.124402 ; 0.110048 ; 0.069378 ; 0 ; 0 ; 0.0956938 ; 0.114833
commentaire bn:00020978n ; 0.069378 ; 0 ; 0.0933014 ; 0.0933014 ; 0.100478 ; 0 ; 0 ; 0.0645933 ; 0.0980861 ; 0.11244 ; 0
délimiter bn:00086464v ; 0 ; 0 ; 0.0574163 ; 0.0526316 ; 0 ; 0.062201 ; 0 ; 0.0478469 ; 0 ; 0.0645933 ; 0.0574163
fois bn:00032768n ; 0.162679 ; 0.220096 ; 0.246411 ; 0 ; 0.26555 ; 0.289474 ; 0.114833 ; 0 ; 0.198565 ; 0.260766 ; 0.260766
url bn:00079080n ; 0.105263 ; 0 ; 0.12201 ; 0.11244 ; 0.133971 ; 0 ; 0 ; 0 ; 0.105263 ; 0.138756 ; 0.110048
case à cocher bn:03157691n ; 0.0191388 ; 0 ; 0 ; 0.0191388 ; 0 ; 0.0191388 ; 0 ; 0 ; 0.0191388 ; 0 ; 0
post bn:01500184n ; 0 ; 0.062201 ; 0.0669856 ; 0 ; 0.0645933 ; 0.0717703 ; 0 ; 0 ; 0.062201 ; 0 ; 0.0717703
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0454545 ; 0.062201 ; 0 ; 0.0358852 ; 0.0478469 ; 0 ; 0.0478469 ; 0.0526316
text bn:14981519n ; 0.155502 ; 0.145933 ; 0.188995 ; 0.162679 ; 0.212919 ; 0.188995 ; 0 ; 0 ; 0 ; 0.200957 ; 0.191388
langage bn:00049910n ; 0.165072 ; 0.169856 ; 0.239234 ; 0 ; 0.244019 ; 0.27512 ; 0 ; 0.107656 ; 0.229665 ; 0.270335 ; 0.251196
zones bn:00005513n ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.136364 ; 0.126794 ; 0.145933 ; 0.136364 ; 0 ; 0 ; 0.129187 ; 0.138756 ; 0.133971
