X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
case bn:04777941n ; 0.0813397 ; 0.0885167 ; 0.102871 ; 0 ; 0 ; 0.11244 ; 0 ; 0 ; 0.0980861 ; 0.119617 ; 0.105263
associer bn:00082868v ; 0 ; 0 ; 0.076555 ; 0 ; 0.076555 ; 0.076555 ; 0 ; 0 ; 0.076555 ; 0.076555 ; 0.076555
personne bn:00046516n ; 0 ; 0 ; 0.0598086 ; 0.0598086 ; 0.0645933 ; 0 ; 0 ; 0.0574163 ; 0.0669856 ; 0.0669856 ; 0
méthode post bn:00045088n ; 0 ; 0.0669856 ; 0.0717703 ; 0 ; 0 ; 0.0837321 ; 0.0502392 ; 0.0430622 ; 0.0645933 ; 0 ; 0.076555
fermeture bn:16858148n ; 0.186603 ; 0 ; 0.260766 ; 0.236842 ; 0.296651 ; 0.258373 ; 0 ; 0.133971 ; 0.258373 ; 0.327751 ; 0.251196
machine bn:00054050n ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0 ; 0.0382775 ; 0.0382775
mysql bn:01225760n ; 0 ; 0 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0
jour bn:00000086n ; 0.0311005 ; 0 ; 0.0334928 ; 0 ; 0 ; 0.0311005 ; 0 ; 0 ; 0 ; 0.0382775 ; 0.0334928
programmation bn:00021493n ; 0.0837321 ; 0.0741627 ; 0 ; 0.0980861 ; 0.100478 ; 0.110048 ; 0 ; 0 ; 0.0980861 ; 0.114833 ; 0
site bn:00047172n ; 0.0598086 ; 0.0574163 ; 0.062201 ; 0.0526316 ; 0.0717703 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.062201
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0.00956938 ; 0 ; 0.00956938 ; 0
header bn:00043309n ; 0 ; 0 ; 0.0382775 ; 0 ; 0 ; 0.0382775 ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0.0382775
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0191388 ; 0 ; 0 ; 0 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0 ; 0.0382775 ; 0.0382775
configuration bn:03088982n ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469 ; 0.00478469 ; 0
langage de script bn:01431715n ; 0 ; 0.0167464 ; 0 ; 0 ; 0.0167464 ; 0.0191388 ; 0 ; 0 ; 0 ; 0.0167464 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0
type bn:00016413n ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0 ; 0.0382775
foreach bn:03463379n ; 0 ; 0.0933014 ; 0.110048 ; 0.0956938 ; 0.12201 ; 0.117225 ; 0 ; 0 ; 0.100478 ; 0 ; 0.114833
cle bn:04756252n ; 0 ; 0.0382775 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0.00478469
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0 ; 0 ; 0 ; 0 ; 0.00956938
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0.00956938 ; 0 ; 0.00956938 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0191388 ; 0 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0.0191388 ; 0.0191388
côté client bn:03163702n ; 0 ; 0 ; 0.0191388 ; 0 ; 0.0191388 ; 0.0191388 ; 0 ; 0 ; 0 ; 0.0191388 ; 0
classes bn:03608262n ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0.00478469 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0
mot bn:00081546n ; 0 ; 0.0933014 ; 0.117225 ; 0.105263 ; 0.124402 ; 0.126794 ; 0 ; 0 ; 0 ; 0.110048 ; 0.119617
méthode bn:01641329n ; 0 ; 0.0598086 ; 0 ; 0.0598086 ; 0.0837321 ; 0.0789474 ; 0.0478469 ; 0.0526316 ; 0.0669856 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0191388 ; 0 ; 0 ; 0.0191388 ; 0 ; 0.0191388 ; 0 ; 0.0191388 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0.0382775 ; 0 ; 0 ; 0 ; 0.0382775 ; 0.0382775
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0.0191388 ; 0.0191388 ; 0.0191388 ; 0
public bn:00109211a ; 0 ; 0 ; 0.0382775 ; 0 ; 0.0382775 ; 0.0382775 ; 0 ; 0 ; 0.0382775 ; 0.0382775 ; 0
france bn:00036202n ; 0 ; 0.00239234 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469
list bn:04720346n ; 0 ; 0.0191388 ; 0.0191388 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0191388 ; 0 ; 0.0191388
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.00956938 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234
xml bn:02771436n ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0.00956938 ; 0 ; 0 ; 0 ; 0.00956938
varchar bn:01838409n ; 0 ; 0 ; 0.00478469 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0.00956938 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0.00956938 ; 0 ; 0 ; 0 ; 0 ; 0.00956938
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0 ; 0 ; 0.00956938 ; 0 ; 0.00956938
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00239234 ; 0 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00478469 ; 0 ; 0 ; 0.00478469 ; 0 ; 0
