Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;4;Objects;0;11;
0;4;Attributes;0;11;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA;
1;3;Objects;1;3;fichier bn:00021475n;
1;3;Attributes;1;3;C2;C3;C4;
2;3;Objects;1;5;client bn:00019764n;
2;3;Attributes;1;5;C2;C5;C7;C8;C10;
3;2;Objects;1;2;commentaire bn:00020978n;
3;2;Attributes;1;2;C2;CJA;
4;3;Objects;1;5;nombre bn:00058285n;
4;3;Attributes;1;5;C1;C2;C3;C6;C9;
5;3;Objects;1;3;méthode post bn:00045088n;
5;3;Attributes;1;3;C4;C5;C10;
6;3;Objects;1;5;site bn:00047172n;
6;3;Attributes;1;5;C6;C7;C8;C9;C10;
7;2;Objects;1;2;langage de script bn:01431715n;
7;2;Attributes;1;2;C4;C9;
8;3;Objects;1;3;type bn:00016413n;
8;3;Attributes;1;3;C2;C9;C10;
9;2;Objects;1;2;classes bn:03608262n;
9;2;Attributes;1;2;C8;CJA;
10;2;Objects;2;2;navigateur bn:00013447n;serveur web bn:02705179n;
10;2;Attributes;2;2;C1;C10;
11;2;Objects;2;2;fichier bn:00021475n;nombre bn:00058285n;
11;2;Attributes;2;2;C2;C3;
12;2;Objects;2;3;client bn:00019764n;php bn:01753580n;
12;2;Attributes;2;3;C2;C5;C8;
13;2;Objects;2;2;client bn:00019764n;méthode post bn:00045088n;
13;2;Attributes;2;2;C5;C10;
14;2;Objects;2;2;client bn:00019764n;type bn:00016413n;
14;2;Attributes;2;2;C2;C10;
15;3;Objects;2;4;donnée bn:00025314n;site bn:00047172n;
15;3;Attributes;2;4;C6;C8;C9;C10;
16;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
16;2;Attributes;2;2;C1;C2;
17;2;Objects;2;2;nombre bn:00058285n;zones bn:00005513n;
17;2;Attributes;2;2;C1;C9;
18;2;Objects;2;2;nombre bn:00058285n;personne bn:00046516n;
18;2;Attributes;2;2;C1;C6;
19;2;Objects;2;2;nombre bn:00058285n;type bn:00016413n;
19;2;Attributes;2;2;C2;C9;
20;2;Objects;2;2;programmation bn:00021493n;méthode bn:01641329n;
20;2;Attributes;2;2;C3;CJA;
21;2;Objects;2;2;chaîne bn:00074685n;timestamp bn:03603649n;
21;2;Attributes;2;2;C3;C7;
22;2;Objects;3;3;client bn:00019764n;site bn:00047172n;foreach bn:03463379n;
22;2;Attributes;3;3;C7;C8;C10;
23;2;Objects;3;2;donnée bn:00025314n;text bn:14981519n;site bn:00047172n;
23;2;Attributes;3;2;C8;C9;
24;2;Objects;3;2;donnée bn:00025314n;site bn:00047172n;type bn:00016413n;
24;2;Attributes;3;2;C9;C10;
25;2;Objects;4;2;client bn:00019764n;donnée bn:00025314n;site bn:00047172n;foreach bn:03463379n;
25;2;Attributes;4;2;C8;C10;
26;2;Objects;4;2;donnée bn:00025314n;nombre bn:00058285n;site bn:00047172n;pouvoir bn:00084451v;
26;2;Attributes;4;2;C6;C9;
27;1;Objects;5;1;fichier bn:00021475n;méthode post bn:00045088n;langage de script bn:01431715n;list bn:04720346n;positionnement bn:00030615n;
27;1;Attributes;5;1;C4;
28;1;Objects;7;1;client bn:00019764n;php bn:01753580n;méthode post bn:00045088n;doctype bn:15839327n;configuration bn:03088982n;xml bn:02771436n;composer bn:14766022n;
28;1;Attributes;7;1;C5;
29;1;Objects;7;1;java bn:00048043n;commentaire bn:00020978n;programmation bn:00021493n;classes bn:03608262n;méthode bn:01641329n;public bn:00109211a;mise bn:00016287n;
29;1;Attributes;7;1;CJA;
30;1;Objects;9;1;navigateur bn:00013447n;serveur web bn:02705179n;client bn:00019764n;donnée bn:00025314n;méthode post bn:00045088n;site bn:00047172n;type bn:00016413n;foreach bn:03463379n;communication bn:00021221n;
30;1;Attributes;9;1;C10;
31;1;Objects;9;1;fichier bn:00021475n;nombre bn:00058285n;programmation bn:00021493n;chaîne bn:00074685n;méthode bn:01641329n;timestamp bn:03603649n;exceptions bn:00032118n;echo bn:03626250n;files bn:00065682n;
31;1;Attributes;9;1;C3;
32;1;Objects;9;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;personne bn:00046516n;site bn:00047172n;pouvoir bn:00084451v;insert bn:03795444n;varchar bn:01838409n;null bn:15898583n;
32;1;Attributes;9;1;C6;
33;1;Objects;13;1;donnée bn:00025314n;nombre bn:00058285n;text bn:14981519n;zones bn:00005513n;site bn:00047172n;moteur bn:00030850n;langage de script bn:01431715n;type bn:00016413n;transaction bn:01403911n;mot bn:00081546n;visiteur bn:03106425n;afficher bn:00087013v;pouvoir bn:00084451v;
33;1;Attributes;13;1;C9;
34;1;Objects;14;1;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;nombre bn:00058285n;zones bn:00005513n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
34;1;Attributes;14;1;C1;
35;1;Objects;14;1;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;nombre bn:00058285n;côté serveur bn:03816678n;type bn:00016413n;serveur bn:00044916n;interpréter bn:00089840v;côté client bn:03163702n;pointeur bn:03222272n;casse bn:03225002n;
35;1;Attributes;14;1;C2;
36;1;Objects;17;1;client bn:00019764n;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;paris bn:00015540n;opérateur bn:16281811n;foreach bn:03463379n;cle bn:04756252n;classes bn:03608262n;bienvenue bn:00080852n;class bn:03598962n;mysqli bn:01438356n;
36;1;Attributes;17;1;C8;
