X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
C1 ; 1 ; 0.0555556 ; 0.1 ; 0.0535714 ; 0.0547945 ; 0.0322581 ; 0.0243902 ; 0.0465116 ; 0.0769231 ; 0.105263 ; 0.0714286
C2 ; 0.0555556 ; 1 ; 0.183099 ; 0.115942 ; 0.25 ; 0.223881 ; 0.25 ; 0.105263 ; 0.193548 ; 0.0344828 ; 0.2
C3 ; 0.1 ; 0.183099 ; 1 ; 0.235294 ; 0.294737 ; 0.25 ; 0.142857 ; 0.1375 ; 0.243902 ; 0.128205 ; 0.341772
C4 ; 0.0535714 ; 0.115942 ; 0.235294 ; 1 ; 0.288889 ; 0.183908 ; 0.125 ; 0.217391 ; 0.1875 ; 0.191176 ; 0.178571
C5 ; 0.0547945 ; 0.25 ; 0.294737 ; 0.288889 ; 1 ; 0.222222 ; 0.253165 ; 0.2 ; 0.255556 ; 0.137931 ; 0.244681
C6 ; 0.0322581 ; 0.223881 ; 0.25 ; 0.183908 ; 0.222222 ; 1 ; 0.146667 ; 0.126582 ; 0.298701 ; 0.162162 ; 0.238095
C7 ; 0.0243902 ; 0.25 ; 0.142857 ; 0.125 ; 0.253165 ; 0.146667 ; 1 ; 0.218182 ; 0.0833333 ; 0.0322581 ; 0.28125
C8 ; 0.0465116 ; 0.105263 ; 0.1375 ; 0.217391 ; 0.2 ; 0.126582 ; 0.218182 ; 1 ; 0.191176 ; 0.196429 ; 0.133333
C9 ; 0.0769231 ; 0.193548 ; 0.243902 ; 0.1875 ; 0.255556 ; 0.298701 ; 0.0833333 ; 0.191176 ; 1 ; 0.2 ; 0.116279
C10 ; 0.105263 ; 0.0344828 ; 0.128205 ; 0.191176 ; 0.137931 ; 0.162162 ; 0.0322581 ; 0.196429 ; 0.2 ; 1 ; 0.0933333
CJA ; 0.0714286 ; 0.2 ; 0.341772 ; 0.178571 ; 0.244681 ; 0.238095 ; 0.28125 ; 0.133333 ; 0.116279 ; 0.0933333 ; 1
