Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;4;Objects;0;11;
0;4;Attributes;0;11;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA;
1;2;Objects;1;2;navigateur bn:00013447n;
1;2;Attributes;1;2;C1;C10;
2;3;Objects;1;4;donnée bn:00025314n;
2;3;Attributes;1;4;C6;C8;C9;C10;
3;2;Objects;1;2;commentaire bn:00020978n;
3;2;Attributes;1;2;C2;CJA;
4;3;Objects;1;5;nombre bn:00058285n;
4;3;Attributes;1;5;C1;C2;C3;C6;C9;
5;2;Objects;1;3;méthode post bn:00045088n;
5;2;Attributes;1;3;C4;C5;C10;
6;2;Objects;1;2;site bn:00047172n;
6;2;Attributes;1;2;C7;C8;
7;2;Objects;1;2;langage de script bn:01431715n;
7;2;Attributes;1;2;C4;C9;
8;2;Objects;1;2;méthode bn:01641329n;
8;2;Attributes;1;2;C3;CJA;
9;2;Objects;1;2;timestamp bn:03603649n;
9;2;Attributes;1;2;C3;C7;
10;2;Objects;2;2;donnée bn:00025314n;nombre bn:00058285n;
10;2;Attributes;2;2;C6;C9;
11;2;Objects;2;2;donnée bn:00025314n;text bn:14981519n;
11;2;Attributes;2;2;C8;C9;
12;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
12;2;Attributes;2;2;C1;C2;
13;2;Objects;2;2;nombre bn:00058285n;personne bn:00046516n;
13;2;Attributes;2;2;C1;C6;
14;1;Objects;3;1;méthode post bn:00045088n;langage de script bn:01431715n;list bn:04720346n;
14;1;Attributes;3;1;C4;
15;1;Objects;5;1;navigateur bn:00013447n;serveur web bn:02705179n;donnée bn:00025314n;méthode post bn:00045088n;communication bn:00021221n;
15;1;Attributes;5;1;C10;
16;1;Objects;5;1;nombre bn:00058285n;programmation bn:00021493n;méthode bn:01641329n;timestamp bn:03603649n;files bn:00065682n;
16;1;Attributes;5;1;C3;
17;1;Objects;5;1;méthode post bn:00045088n;doctype bn:15839327n;configuration bn:03088982n;xml bn:02771436n;composer bn:14766022n;
17;1;Attributes;5;1;C5;
18;1;Objects;6;1;java bn:00048043n;commentaire bn:00020978n;classes bn:03608262n;méthode bn:01641329n;public bn:00109211a;mise bn:00016287n;
18;1;Attributes;6;1;CJA;
19;1;Objects;7;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;personne bn:00046516n;insert bn:03795444n;varchar bn:01838409n;null bn:15898583n;
19;1;Attributes;7;1;C6;
20;1;Objects;10;1;fichier bn:00021475n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;nombre bn:00058285n;côté serveur bn:03816678n;serveur bn:00044916n;interpréter bn:00089840v;côté client bn:03163702n;pointeur bn:03222272n;
20;1;Attributes;10;1;C2;
21;1;Objects;10;1;donnée bn:00025314n;nombre bn:00058285n;text bn:14981519n;moteur bn:00030850n;langage de script bn:01431715n;type bn:00016413n;transaction bn:01403911n;mot bn:00081546n;visiteur bn:03106425n;afficher bn:00087013v;
21;1;Attributes;10;1;C9;
22;1;Objects;11;1;url bn:00079080n;langage bn:00049910n;case bn:04777941n;fermeture bn:16858148n;site bn:00047172n;chaîne bn:00074685n;header bn:00043309n;session bn:03751534n;timestamp bn:03603649n;valeur bn:00079508n;avoir accès bn:00082209v;
22;1;Attributes;11;1;C7;
23;1;Objects;12;1;page web bn:00080778n;navigateur bn:00013447n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;nombre bn:00058285n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
23;1;Attributes;12;1;C1;
24;1;Objects;15;1;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;paris bn:00015540n;opérateur bn:16281811n;foreach bn:03463379n;cle bn:04756252n;bienvenue bn:00080852n;class bn:03598962n;mysqli bn:01438356n;
24;1;Attributes;15;1;C8;
25;0;Objects;71;0;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;fichier bn:00021475n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;java bn:00048043n;code bn:00020354n;texte bn:00076732n;concerner bn:00083240v;commentaire bn:00020978n;délimiter bn:00086464v;fois bn:00032768n;url bn:00079080n;case à cocher bn:03157691n;post bn:01500184n;nombre bn:00058285n;text bn:14981519n;langage bn:00049910n;utilisateur bn:00079373n;case bn:04777941n;associer bn:00082868v;personne bn:00046516n;méthode post bn:00045088n;fermeture bn:16858148n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;jour bn:00000086n;programmation bn:00021493n;site bn:00047172n;chaîne bn:00074685n;header bn:00043309n;doctype bn:15839327n;moteur bn:00030850n;configuration bn:03088982n;paris bn:00015540n;langage de script bn:01431715n;côté serveur bn:03816678n;opérateur bn:16281811n;type bn:00016413n;foreach bn:03463379n;cle bn:04756252n;serveur bn:00044916n;communication bn:00021221n;interpréter bn:00089840v;transaction bn:01403911n;côté client bn:03163702n;classes bn:03608262n;bienvenue bn:00080852n;class bn:03598962n;mot bn:00081546n;méthode bn:01641329n;session bn:03751534n;visiteur bn:03106425n;afficher bn:00087013v;mysqli bn:01438356n;insert bn:03795444n;public bn:00109211a;pointeur bn:03222272n;list bn:04720346n;timestamp bn:03603649n;xml bn:02771436n;files bn:00065682n;varchar bn:01838409n;mise bn:00016287n;valeur bn:00079508n;composer bn:14766022n;null bn:15898583n;avoir accès bn:00082209v;
25;0;Attributes;71;0;
