X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
fichier bn:00021475n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161
client bn:00019764n ; 0.0645161 ; 0 ; 0.129032 ; 0.0967742 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.129032 ; 0.129032 ; 0.16129 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0.16129
donnée bn:00025314n ; 0 ; 0.129032 ; 0.193548 ; 0.16129 ; 0.258065 ; 0 ; 0.0967742 ; 0 ; 0 ; 0 ; 0.225806
php bn:01753580n ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161 ; 0 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0967742 ; 0.193548 ; 0 ; 0.0645161 ; 0.0645161 ; 0 ; 0.129032 ; 0.129032
zones bn:00005513n ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
site bn:00047172n ; 0.0645161 ; 0.129032 ; 0.16129 ; 0 ; 0.193548 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.16129
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0967742 ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0967742 ; 0
langage de script bn:01431715n ; 0 ; 0.129032 ; 0 ; 0 ; 0.16129 ; 0.0967742 ; 0 ; 0 ; 0 ; 0.0967742 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0645161 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0967742 ; 0 ; 0 ; 0 ; 0.0645161 ; 0.0967742 ; 0
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
france bn:00036202n ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0967742 ; 0 ; 0 ; 0.0967742 ; 0.0645161 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0
