X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
C1 ; 1 ; 0.166667 ; 0.209016 ; 0.188073 ; 0.242754 ; 0.207407 ; 0.032967 ; 0.0446927 ; 0.201717 ; 0.353191 ; 0.208661
C2 ; 0.166667 ; 1 ; 0.23166 ; 0.150407 ; 0.278746 ; 0.340996 ; 0.225434 ; 0.055 ; 0.235772 ; 0.2 ; 0.263359
C3 ; 0.209016 ; 0.23166 ; 1 ; 0.211896 ; 0.305732 ; 0.301325 ; 0.128319 ; 0.118943 ; 0.257246 ; 0.313993 ; 0.335714
C4 ; 0.188073 ; 0.150407 ; 0.211896 ; 1 ; 0.326241 ; 0.214286 ; 0.0895522 ; 0.10101 ; 0.219608 ; 0.283088 ; 0.220217
C5 ; 0.242754 ; 0.278746 ; 0.305732 ; 0.326241 ; 1 ; 0.378125 ; 0.212 ; 0.143939 ; 0.299342 ; 0.365931 ; 0.397351
C6 ; 0.207407 ; 0.340996 ; 0.301325 ; 0.214286 ; 0.378125 ; 1 ; 0.176955 ; 0.135458 ; 0.345196 ; 0.38206 ; 0.372881
C7 ; 0.032967 ; 0.225434 ; 0.128319 ; 0.0895522 ; 0.212 ; 0.176955 ; 1 ; 0.0888889 ; 0.0909091 ; 0.0859375 ; 0.171053
C8 ; 0.0446927 ; 0.055 ; 0.118943 ; 0.10101 ; 0.143939 ; 0.135458 ; 0.0888889 ; 1 ; 0.17734 ; 0.121457 ; 0.122363
C9 ; 0.201717 ; 0.235772 ; 0.257246 ; 0.219608 ; 0.299342 ; 0.345196 ; 0.0909091 ; 0.17734 ; 1 ; 0.326165 ; 0.264085
C10 ; 0.353191 ; 0.2 ; 0.313993 ; 0.283088 ; 0.365931 ; 0.38206 ; 0.0859375 ; 0.121457 ; 0.326165 ; 1 ; 0.323333
CJA ; 0.208661 ; 0.263359 ; 0.335714 ; 0.220217 ; 0.397351 ; 0.372881 ; 0.171053 ; 0.122363 ; 0.264085 ; 0.323333 ; 1
