X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
page web bn:00080778n ; 0 ; 0 ; 0.0442478 ; 0 ; 0.0412979 ; 0.0383481 ; 0 ; 0.0383481 ; 0 ; 0 ; 0.0412979
navigateur bn:00013447n ; 0 ; 0.109145 ; 0.179941 ; 0 ; 0.159292 ; 0.168142 ; 0.120944 ; 0.0914454 ; 0.129794 ; 0 ; 0.144543
serveur web bn:02705179n ; 0 ; 0.0855457 ; 0.135693 ; 0.100295 ; 0.120944 ; 0.117994 ; 0 ; 0 ; 0.103245 ; 0 ; 0.100295
fichier bn:00021475n ; 0.0383481 ; 0 ; 0 ; 0 ; 0 ; 0.0412979 ; 0 ; 0 ; 0.0412979 ; 0.0471976 ; 0.0383481
client bn:00019764n ; 0.0117994 ; 0 ; 0.0117994 ; 0.0117994 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnée bn:00025333n ; 0 ; 0 ; 0.0383481 ; 0.0324484 ; 0.0442478 ; 0 ; 0.0324484 ; 0 ; 0 ; 0 ; 0.0412979
donnée bn:00025314n ; 0 ; 0.0530973 ; 0.0707965 ; 0.0501475 ; 0.0737463 ; 0 ; 0.0560472 ; 0 ; 0 ; 0 ; 0.0589971
php bn:01753580n ; 0.0766962 ; 0 ; 0.0766962 ; 0.0855457 ; 0 ; 0.0825959 ; 0 ; 0 ; 0.0825959 ; 0.0943953 ; 0
java bn:00048043n ; 0.0648968 ; 0.0914454 ; 0.103245 ; 0 ; 0.103245 ; 0.103245 ; 0.0560472 ; 0 ; 0 ; 0.0855457 ; 0
code bn:00020354n ; 0 ; 0 ; 0 ; 0.0235988 ; 0 ; 0.0235988 ; 0 ; 0 ; 0.0235988 ; 0.0235988 ; 0
texte bn:00076732n ; 0 ; 0 ; 0.132743 ; 0 ; 0.123894 ; 0.126844 ; 0.0707965 ; 0 ; 0.100295 ; 0.100295 ; 0.117994
concerner bn:00083240v ; 0 ; 0 ; 0.126844 ; 0.100295 ; 0.132743 ; 0.112094 ; 0.0737463 ; 0 ; 0 ; 0.100295 ; 0.120944
commentaire bn:00020978n ; 0.0766962 ; 0 ; 0.112094 ; 0.109145 ; 0.112094 ; 0 ; 0 ; 0.0737463 ; 0.115044 ; 0.132743 ; 0
délimiter bn:00086464v ; 0 ; 0 ; 0.0737463 ; 0.0619469 ; 0 ; 0.0619469 ; 0 ; 0.0530973 ; 0 ; 0.0707965 ; 0.0648968
fois bn:00032768n ; 0.159292 ; 0.176991 ; 0.297935 ; 0 ; 0.244838 ; 0.274336 ; 0.117994 ; 0 ; 0.19469 ; 0.241888 ; 0.218289
url bn:00079080n ; 0.103245 ; 0 ; 0.144543 ; 0.115044 ; 0.129794 ; 0 ; 0 ; 0 ; 0.115044 ; 0.153392 ; 0.106195
case à cocher bn:03157691n ; 0.0235988 ; 0 ; 0 ; 0.0235988 ; 0 ; 0.0235988 ; 0 ; 0 ; 0.0235988 ; 0 ; 0
post bn:01500184n ; 0 ; 0.0560472 ; 0.0825959 ; 0 ; 0.0678466 ; 0.0737463 ; 0 ; 0 ; 0.0648968 ; 0 ; 0.0648968
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0560472 ; 0.0766962 ; 0 ; 0.0442478 ; 0.0589971 ; 0 ; 0.0589971 ; 0.0648968
text bn:14981519n ; 0.141593 ; 0.129794 ; 0.224189 ; 0.153392 ; 0.19174 ; 0.188791 ; 0 ; 0 ; 0 ; 0.20944 ; 0.156342
langage bn:00049910n ; 0.0707965 ; 0 ; 0.123894 ; 0 ; 0.106195 ; 0 ; 0 ; 0.0737463 ; 0.100295 ; 0.117994 ; 0.100295
zones bn:00005513n ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.168142 ; 0.135693 ; 0.150442 ; 0.144543 ; 0 ; 0 ; 0.138643 ; 0.150442 ; 0.132743
case bn:04777941n ; 0.0914454 ; 0.0766962 ; 0.123894 ; 0 ; 0 ; 0.115044 ; 0 ; 0 ; 0.103245 ; 0.129794 ; 0.100295
associer bn:00082868v ; 0 ; 0 ; 0.0943953 ; 0 ; 0.0825959 ; 0.0855457 ; 0 ; 0 ; 0.0855457 ; 0.0855457 ; 0.0825959
personne bn:00046516n ; 0 ; 0 ; 0.0737463 ; 0.0737463 ; 0.0766962 ; 0 ; 0 ; 0.0678466 ; 0.079646 ; 0.079646 ; 0
méthode post bn:00045088n ; 0 ; 0.0589971 ; 0.0943953 ; 0 ; 0 ; 0.0884956 ; 0.0619469 ; 0.0471976 ; 0.0707965 ; 0 ; 0.0766962
fermeture bn:16858148n ; 0.185841 ; 0 ; 0.327434 ; 0.247788 ; 0.289086 ; 0.256637 ; 0 ; 0.150442 ; 0.277286 ; 0.345133 ; 0.238938
machine bn:00054050n ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0442478 ; 0.0442478 ; 0 ; 0 ; 0 ; 0.0442478 ; 0.0442478
mysql bn:01225760n ; 0 ; 0 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0
jour bn:00000086n ; 0.0383481 ; 0 ; 0.0412979 ; 0 ; 0 ; 0.0383481 ; 0 ; 0 ; 0 ; 0.0471976 ; 0.0412979
programmation bn:00021493n ; 0.0973451 ; 0.079646 ; 0 ; 0.112094 ; 0.112094 ; 0.126844 ; 0 ; 0 ; 0.112094 ; 0.132743 ; 0
site bn:00047172n ; 0.0383481 ; 0.0353982 ; 0.0471976 ; 0 ; 0.0383481 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0324484
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0.0117994 ; 0 ; 0.0117994 ; 0
header bn:00043309n ; 0 ; 0 ; 0.0471976 ; 0 ; 0 ; 0.0471976 ; 0 ; 0 ; 0.0471976 ; 0.0471976 ; 0.0471976
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0235988 ; 0 ; 0 ; 0 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0442478 ; 0.0442478 ; 0 ; 0 ; 0 ; 0.0442478 ; 0.0442478
configuration bn:03088982n ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971 ; 0.00589971 ; 0
langage de script bn:01431715n ; 0 ; 0.020649 ; 0 ; 0 ; 0.020649 ; 0.0235988 ; 0 ; 0 ; 0 ; 0.020649 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0471976 ; 0.0471976 ; 0 ; 0 ; 0.0471976 ; 0.0471976 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971 ; 0
super bn:17336345n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0
type bn:00016413n ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0442478 ; 0.0442478 ; 0.0442478 ; 0 ; 0 ; 0 ; 0.0442478
foreach bn:03463379n ; 0 ; 0.0855457 ; 0.135693 ; 0.100295 ; 0.120944 ; 0.117994 ; 0 ; 0 ; 0.103245 ; 0 ; 0.100295
cle bn:04756252n ; 0 ; 0.0471976 ; 0.0471976 ; 0.0471976 ; 0 ; 0 ; 0 ; 0 ; 0.0471976 ; 0.0471976 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0.00589971
communication bn:00021221n ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0 ; 0 ; 0 ; 0 ; 0.0117994
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0.0117994 ; 0 ; 0.0117994 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0235988 ; 0 ; 0.0235988 ; 0 ; 0 ; 0 ; 0 ; 0.0235988 ; 0.0235988
côté client bn:03163702n ; 0 ; 0 ; 0.0235988 ; 0 ; 0.0235988 ; 0.0235988 ; 0 ; 0 ; 0 ; 0.0235988 ; 0
classes bn:03608262n ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0471976 ; 0.0471976 ; 0 ; 0 ; 0.0471976 ; 0.0471976 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0.00589971 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0
mot bn:00081546n ; 0 ; 0.0884956 ; 0.144543 ; 0.112094 ; 0.126844 ; 0.126844 ; 0 ; 0 ; 0 ; 0.117994 ; 0.109145
méthode bn:01641329n ; 0 ; 0.0648968 ; 0 ; 0.0707965 ; 0.100295 ; 0.0943953 ; 0.0619469 ; 0.0589971 ; 0.079646 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0235988 ; 0 ; 0 ; 0.020649 ; 0 ; 0.020649 ; 0 ; 0.020649 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0.0471976 ; 0.0442478 ; 0 ; 0.0442478 ; 0 ; 0 ; 0 ; 0.0442478 ; 0.0442478
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0235988 ; 0 ; 0 ; 0 ; 0 ; 0.0235988 ; 0.0235988 ; 0.0235988 ; 0
public bn:00109211a ; 0 ; 0 ; 0.0471976 ; 0 ; 0.0471976 ; 0.0471976 ; 0 ; 0 ; 0.0471976 ; 0.0471976 ; 0
france bn:00036202n ; 0 ; 0.00294985 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
pointeur bn:03222272n ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971
list bn:04720346n ; 0 ; 0.0176991 ; 0.0235988 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.020649 ; 0 ; 0.0176991
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
