X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
timestamp bn:03603649n ; 0 ; 0.0117994 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985
xml bn:02771436n ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0.0117994 ; 0 ; 0 ; 0 ; 0.0117994
varchar bn:01838409n ; 0 ; 0 ; 0.00589971 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0.0117994 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0.0117994 ; 0 ; 0 ; 0 ; 0 ; 0.0117994
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0 ; 0 ; 0.0117994 ; 0 ; 0.0117994
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00294985 ; 0 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00589971 ; 0 ; 0 ; 0.00589971 ; 0 ; 0
