X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
C1 ; 1 ; 0.210938 ; 0.213376 ; 0.145669 ; 0.214035 ; 0.22695 ; 0.12381 ; 0.0938967 ; 0.188153 ; 0.22884 ; 0.18638
C2 ; 0.210938 ; 1 ; 0.300319 ; 0.187266 ; 0.219672 ; 0.231788 ; 0.224299 ; 0.0974576 ; 0.203279 ; 0.255255 ; 0.235294
C3 ; 0.213376 ; 0.300319 ; 1 ; 0.25974 ; 0.310651 ; 0.306785 ; 0.224265 ; 0.130137 ; 0.284457 ; 0.347107 ; 0.3375
C4 ; 0.145669 ; 0.187266 ; 0.25974 ; 1 ; 0.221453 ; 0.217241 ; 0.104545 ; 0.0810811 ; 0.216783 ; 0.266667 ; 0.198582
C5 ; 0.214035 ; 0.219672 ; 0.310651 ; 0.221453 ; 1 ; 0.378378 ; 0.13308 ; 0.109023 ; 0.312704 ; 0.282486 ; 0.239748
C6 ; 0.22695 ; 0.231788 ; 0.306785 ; 0.217241 ; 0.378378 ; 1 ; 0.11194 ; 0.113208 ; 0.283439 ; 0.304598 ; 0.247619
C7 ; 0.12381 ; 0.224299 ; 0.224265 ; 0.104545 ; 0.13308 ; 0.11194 ; 1 ; 0.0693642 ; 0.122605 ; 0.158249 ; 0.141129
C8 ; 0.0938967 ; 0.0974576 ; 0.130137 ; 0.0810811 ; 0.109023 ; 0.113208 ; 0.0693642 ; 1 ; 0.16 ; 0.272388 ; 0.152263
C9 ; 0.188153 ; 0.203279 ; 0.284457 ; 0.216783 ; 0.312704 ; 0.283439 ; 0.122605 ; 0.16 ; 1 ; 0.368902 ; 0.223975
C10 ; 0.22884 ; 0.255255 ; 0.347107 ; 0.266667 ; 0.282486 ; 0.304598 ; 0.158249 ; 0.272388 ; 0.368902 ; 1 ; 0.272464
CJA ; 0.18638 ; 0.235294 ; 0.3375 ; 0.198582 ; 0.239748 ; 0.247619 ; 0.141129 ; 0.152263 ; 0.223975 ; 0.272464 ; 1
