X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; C10 ; CJA
C1 ; 1 ; 0.220044 ; 0.24502 ; 0.172727 ; 0.243534 ; 0.261759 ; 0.101235 ; 0.1475 ; 0.210204 ; 0.292276 ; 0.246696
C2 ; 0.220044 ; 1 ; 0.328794 ; 0.234409 ; 0.240234 ; 0.320939 ; 0.269521 ; 0.169683 ; 0.291667 ; 0.277358 ; 0.291925
C3 ; 0.24502 ; 0.328794 ; 1 ; 0.267857 ; 0.310861 ; 0.330935 ; 0.239651 ; 0.195072 ; 0.299456 ; 0.329749 ; 0.400407
C4 ; 0.172727 ; 0.234409 ; 0.267857 ; 1 ; 0.26824 ; 0.227626 ; 0.147132 ; 0.156479 ; 0.251546 ; 0.286585 ; 0.2527
C5 ; 0.243534 ; 0.240234 ; 0.310861 ; 0.26824 ; 1 ; 0.453782 ; 0.178733 ; 0.148387 ; 0.330677 ; 0.324427 ; 0.269307
C6 ; 0.261759 ; 0.320939 ; 0.330935 ; 0.227626 ; 0.453782 ; 1 ; 0.209052 ; 0.17623 ; 0.343454 ; 0.317774 ; 0.302103
C7 ; 0.101235 ; 0.269521 ; 0.239651 ; 0.147132 ; 0.178733 ; 0.209052 ; 1 ; 0.128852 ; 0.188053 ; 0.180294 ; 0.138393
C8 ; 0.1475 ; 0.169683 ; 0.195072 ; 0.156479 ; 0.148387 ; 0.17623 ; 0.128852 ; 1 ; 0.238739 ; 0.230769 ; 0.185941
C9 ; 0.210204 ; 0.291667 ; 0.299456 ; 0.251546 ; 0.330677 ; 0.343454 ; 0.188053 ; 0.238739 ; 1 ; 0.319703 ; 0.261036
C10 ; 0.292276 ; 0.277358 ; 0.329749 ; 0.286585 ; 0.324427 ; 0.317774 ; 0.180294 ; 0.230769 ; 0.319703 ; 1 ; 0.293561
CJA ; 0.246696 ; 0.291925 ; 0.400407 ; 0.2527 ; 0.269307 ; 0.302103 ; 0.138393 ; 0.185941 ; 0.261036 ; 0.293561 ; 1
