X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0.0740741 ; 0 ; 0.0754717 ; 0 ; 0 ; 0 ; 0.0645161
mysql bn:01225760n ; 0 ; 0.341463 ; 0.345679 ; 0.357143 ; 0.357143 ; 0.333333 ; 0.372093
texte bn:00076732n ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0.037037 ; 0
fichier bn:00021475n ; 0.137931 ; 0 ; 0 ; 0 ; 0.129032 ; 0.133333 ; 0.121212
données bn:00025314n ; 0 ; 0 ; 0.140351 ; 0.129032 ; 0.129032 ; 0.133333 ; 0
types bn:00016413n ; 0.353659 ; 0.353659 ; 0 ; 0.352941 ; 0.352941 ; 0.395062 ; 0.322222
session bn:03751534n ; 0.242424 ; 0 ; 0 ; 0.228571 ; 0.228571 ; 0.235294 ; 0.216216
base de donnees bn:00025333n ; 0 ; 0 ; 0.140351 ; 0.129032 ; 0.129032 ; 0.133333 ; 0
entités bn:00031027n ; 0 ; 0.212121 ; 0.215385 ; 0 ; 0.217391 ; 0.205882 ; 0.222222
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0357143 ; 0.037037 ; 0
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0357143 ; 0.037037 ; 0
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0689655 ; 0 ; 0.0714286 ; 0.0645161
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0357143 ; 0 ; 0.037037 ; 0
sélectionner bn:00084931v ; 0 ; 0.0384615 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
post bn:01500184n ; 0.227273 ; 0.227273 ; 0 ; 0 ; 0.214286 ; 0.238806 ; 0.202703
méthode get bn:00045088n ; 0.242424 ; 0 ; 0.246154 ; 0.228571 ; 0.228571 ; 0 ; 0.216216
code bn:00020354n ; 0.137931 ; 0.137931 ; 0 ; 0 ; 0 ; 0.133333 ; 0.121212
utilisateur bn:00079373n ; 0.325 ; 0.325 ; 0.3125 ; 0 ; 0.325301 ; 0.317073 ; 0.357143
afficher bn:00087013v ; 0.0740741 ; 0 ; 0.0754717 ; 0 ; 0.0689655 ; 0 ; 0
nécessaire bn:00107182a ; 0 ; 0.0740741 ; 0 ; 0 ; 0.0689655 ; 0 ; 0.0645161
serveur bn:00044916n ; 0.353659 ; 0.353659 ; 0 ; 0.352941 ; 0.352941 ; 0.395062 ; 0.322222
fois bn:00032768n ; 0.242424 ; 0.242424 ; 0 ; 0.228571 ; 0.228571 ; 0.235294 ; 0
programmation bn:00021493n ; 0.325 ; 0.325 ; 0.3125 ; 0.325301 ; 0 ; 0.317073 ; 0.357143
class bn:03598962n ; 0.137931 ; 0.137931 ; 0 ; 0.129032 ; 0 ; 0.133333 ; 0
commentaires bn:00020978n ; 0.242424 ; 0.242424 ; 0 ; 0.228571 ; 0.228571 ; 0.235294 ; 0
composer bn:14766022n ; 0.137931 ; 0.137931 ; 0.140351 ; 0 ; 0 ; 0 ; 0.121212
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0357143 ; 0 ; 0.037037 ; 0
syntaxe bn:00062118n ; 0.242424 ; 0.242424 ; 0 ; 0.228571 ; 0.228571 ; 0.235294 ; 0
définition bn:00025928n ; 0.341463 ; 0 ; 0.345679 ; 0.357143 ; 0.357143 ; 0.333333 ; 0.372093
langage bn:00049910n ; 0 ; 0.137931 ; 0 ; 0.129032 ; 0.129032 ; 0.133333 ; 0
mode bn:00033729n ; 0.353659 ; 0.353659 ; 0 ; 0.352941 ; 0.352941 ; 0.395062 ; 0.322222
configuration bn:03088982n ; 0.242424 ; 0.242424 ; 0.246154 ; 0.228571 ; 0.228571 ; 0 ; 0
xml bn:02771436n ; 0.137931 ; 0 ; 0.140351 ; 0 ; 0.129032 ; 0 ; 0.121212
postgresql bn:01709156n ; 0.137931 ; 0.137931 ; 0.140351 ; 0.129032 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.137931 ; 0 ; 0.129032 ; 0.129032 ; 0 ; 0.121212
méthode bn:01641329n ; 0.137931 ; 0 ; 0 ; 0.129032 ; 0 ; 0.133333 ; 0.121212
bits bn:00010731n ; 0.137931 ; 0.137931 ; 0 ; 0 ; 0.129032 ; 0.133333 ; 0
foreach bn:03463379n ; 0.227273 ; 0.227273 ; 0 ; 0 ; 0.214286 ; 0.238806 ; 0.202703
pouvoir bn:00084450v ; 0.0384615 ; 0.0384615 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.140351 ; 0.129032 ; 0.129032 ; 0.133333 ; 0
timestamp bn:03603649n ; 0.0740741 ; 0.0740741 ; 0 ; 0 ; 0 ; 0.0714286 ; 0
easyphp bn:14837849n ; 0.137931 ; 0.137931 ; 0 ; 0.129032 ; 0.129032 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.0196078 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.0740741 ; 0 ; 0 ; 0.0689655 ; 0.0714286 ; 0
en-tête bn:00043309n ; 0 ; 0.137931 ; 0.140351 ; 0 ; 0.129032 ; 0 ; 0.121212
client bn:00019764n ; 0 ; 0.242424 ; 0.246154 ; 0.228571 ; 0.228571 ; 0 ; 0.216216
file bn:00065682n ; 0 ; 0.137931 ; 0.140351 ; 0.129032 ; 0 ; 0 ; 0.121212
echo bn:03626250n ; 0 ; 0.0384615 ; 0 ; 0.0357143 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.02 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.0384615 ; 0.0392157 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0357143 ; 0.037037 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0188679 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0188679 ; 0
