X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
C11 ; 1 ; 0.380952 ; 0.3 ; 0.227273 ; 0.222222 ; 0.0625 ; 0.611111
C15 ; 0.380952 ; 1 ; 0.26087 ; 0.304348 ; 0.25 ; 0.111111 ; 0.454545
C17 ; 0.3 ; 0.26087 ; 1 ; 0.227273 ; 0.222222 ; 0.0625 ; 0.26087
C19 ; 0.227273 ; 0.304348 ; 0.227273 ; 1 ; 0.210526 ; 0.125 ; 0.304348
C3 ; 0.222222 ; 0.25 ; 0.222222 ; 0.210526 ; 1 ; 0.0833333 ; 0.190476
C5 ; 0.0625 ; 0.111111 ; 0.0625 ; 0.125 ; 0.0833333 ; 1 ; 0.0526316
C6 ; 0.611111 ; 0.454545 ; 0.26087 ; 0.304348 ; 0.190476 ; 0.0526316 ; 1
