Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;6;Objects;0;7;
0;6;Attributes;0;7;C11;C15;C17;C19;C3;C5;C6;
1;4;Objects;1;4;base de donnees bn:00025333n;
1;4;Attributes;1;4;C17;C19;C3;C5;
2;4;Objects;1;5;méthode get bn:00045088n;
2;4;Attributes;1;5;C11;C17;C19;C3;C6;
3;3;Objects;1;3;nécessaire bn:00107182a;
3;3;Attributes;1;3;C15;C3;C6;
4;4;Objects;1;4;méthode bn:01641329n;
4;4;Attributes;1;4;C11;C19;C5;C6;
5;2;Objects;1;2;exception bn:00032118n;
5;2;Attributes;1;2;C15;C17;
6;2;Objects;2;2;texte bn:00076732n;base de donnees bn:00025333n;
6;2;Attributes;2;2;C17;C5;
7;3;Objects;2;3;fichier bn:00021475n;méthode bn:01641329n;
7;3;Attributes;2;3;C11;C5;C6;
8;3;Objects;2;3;base de donnees bn:00025333n;méthode get bn:00045088n;
8;3;Attributes;2;3;C17;C19;C3;
9;3;Objects;2;3;langage de script bn:01431715n;méthode bn:01641329n;
9;3;Attributes;2;3;C19;C5;C6;
10;2;Objects;2;2;sélectionner bn:00084931v;nécessaire bn:00107182a;
10;2;Attributes;2;2;C15;C6;
11;3;Objects;2;3;méthode get bn:00045088n;afficher bn:00087013v;
11;3;Attributes;2;3;C11;C17;C3;
12;2;Objects;2;2;méthode get bn:00045088n;nécessaire bn:00107182a;
12;2;Attributes;2;2;C3;C6;
13;3;Objects;2;3;méthode get bn:00045088n;méthode bn:01641329n;
13;3;Attributes;2;3;C11;C19;C6;
14;5;Objects;2;5;fois bn:00032768n;syntaxe bn:00062118n;
14;5;Attributes;2;5;C11;C15;C19;C3;C5;
15;2;Objects;3;2;php bn:01753580n;méthode get bn:00045088n;afficher bn:00087013v;
15;2;Attributes;3;2;C11;C17;
16;2;Objects;3;2;fichier bn:00021475n;langage de script bn:01431715n;méthode bn:01641329n;
16;2;Attributes;3;2;C5;C6;
17;2;Objects;3;2;fichier bn:00021475n;méthode get bn:00045088n;méthode bn:01641329n;
17;2;Attributes;3;2;C11;C6;
18;2;Objects;3;2;base de donnees bn:00025333n;méthode get bn:00045088n;afficher bn:00087013v;
18;2;Attributes;3;2;C17;C3;
19;2;Objects;3;2;langage de script bn:01431715n;méthode get bn:00045088n;méthode bn:01641329n;
19;2;Attributes;3;2;C19;C6;
20;3;Objects;3;3;méthode get bn:00045088n;fois bn:00032768n;syntaxe bn:00062118n;
20;3;Attributes;3;3;C11;C19;C3;
21;4;Objects;3;4;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;
21;4;Attributes;3;4;C15;C19;C3;C5;
22;3;Objects;3;3;fois bn:00032768n;syntaxe bn:00062118n;méthode bn:01641329n;
22;3;Attributes;3;3;C11;C19;C5;
23;3;Objects;3;3;fois bn:00032768n;syntaxe bn:00062118n;timestamp bn:03603649n;
23;3;Attributes;3;3;C11;C15;C5;
24;2;Objects;4;2;méthode get bn:00045088n;afficher bn:00087013v;fois bn:00032768n;syntaxe bn:00062118n;
24;2;Attributes;4;2;C11;C3;
25;2;Objects;4;2;méthode get bn:00045088n;fois bn:00032768n;syntaxe bn:00062118n;méthode bn:01641329n;
25;2;Attributes;4;2;C11;C19;
26;3;Objects;4;3;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;impossible bn:00104687a;
26;3;Attributes;4;3;C15;C3;C5;
27;2;Objects;4;2;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;echo bn:03626250n;
27;2;Attributes;4;2;C15;C19;
28;2;Objects;4;2;fois bn:00032768n;syntaxe bn:00062118n;pouvoir bn:00084450v;timestamp bn:03603649n;
28;2;Attributes;4;2;C11;C15;
29;2;Objects;5;2;fichier bn:00021475n;fois bn:00032768n;syntaxe bn:00062118n;méthode bn:01641329n;timestamp bn:03603649n;
29;2;Attributes;5;2;C11;C5;
30;3;Objects;5;3;données bn:00025314n;base de donnees bn:00025333n;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;
30;3;Attributes;5;3;C19;C3;C5;
31;2;Objects;5;2;nécessaire bn:00107182a;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;impossible bn:00104687a;
31;2;Attributes;5;2;C15;C3;
32;2;Objects;5;2;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;timestamp bn:03603649n;impossible bn:00104687a;
32;2;Attributes;5;2;C15;C5;
33;2;Objects;6;2;données bn:00025314n;base de donnees bn:00025333n;méthode get bn:00045088n;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;
33;2;Attributes;6;2;C19;C3;
34;1;Objects;7;1;php bn:01753580n;texte bn:00076732n;base de donnees bn:00025333n;méthode get bn:00045088n;afficher bn:00087013v;rue bn:00074595n;exception bn:00032118n;
34;1;Attributes;7;1;C17;
35;1;Objects;7;1;fichier bn:00021475n;langage de script bn:01431715n;sélectionner bn:00084931v;méthode get bn:00045088n;code bn:00020354n;nécessaire bn:00107182a;méthode bn:01641329n;
35;1;Attributes;7;1;C6;
36;1;Objects;9;1;php bn:01753580n;fichier bn:00021475n;méthode get bn:00045088n;afficher bn:00087013v;fois bn:00032768n;syntaxe bn:00062118n;méthode bn:01641329n;pouvoir bn:00084450v;timestamp bn:03603649n;
36;1;Attributes;9;1;C11;
37;2;Objects;9;2;données bn:00025314n;base de donnees bn:00025333n;site bn:00047172n;client web bn:00013447n;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;impossible bn:00104687a;wamp bn:01708928n;
37;2;Attributes;9;2;C3;C5;
38;2;Objects;9;2;données bn:00025314n;base de donnees bn:00025333n;langage de script bn:01431715n;nombre bn:00058285n;fois bn:00032768n;chaîne bn:00074685n;syntaxe bn:00062118n;langage bn:00049910n;méthode bn:01641329n;
38;2;Attributes;9;2;C19;C5;
39;1;Objects;11;1;sélectionner bn:00084931v;nécessaire bn:00107182a;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;pouvoir bn:00084450v;timestamp bn:03603649n;pouvoir bn:00084451v;impossible bn:00104687a;echo bn:03626250n;exception bn:00032118n;
39;1;Attributes;11;1;C15;
40;1;Objects;12;1;données bn:00025314n;base de donnees bn:00025333n;site bn:00047172n;client web bn:00013447n;méthode get bn:00045088n;afficher bn:00087013v;nécessaire bn:00107182a;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;impossible bn:00104687a;wamp bn:01708928n;
40;1;Attributes;12;1;C3;
41;1;Objects;13;1;données bn:00025314n;base de donnees bn:00025333n;langage de script bn:01431715n;nombre bn:00058285n;méthode get bn:00045088n;fois bn:00032768n;chaîne bn:00074685n;syntaxe bn:00062118n;langage bn:00049910n;méthode bn:01641329n;echo bn:03626250n;symfony bn:02798620n;doctype bn:15839327n;
41;1;Attributes;13;1;C19;
42;1;Objects;18;1;texte bn:00076732n;fichier bn:00021475n;données bn:00025314n;base de donnees bn:00025333n;site bn:00047172n;client web bn:00013447n;langage de script bn:01431715n;nombre bn:00058285n;fois bn:00032768n;chaîne bn:00074685n;syntaxe bn:00062118n;langage bn:00049910n;méthode bn:01641329n;timestamp bn:03603649n;impossible bn:00104687a;wamp bn:01708928n;realisateur bn:00027369n;informatique bn:00100175a;
42;1;Attributes;18;1;C5;
43;0;Objects;31;0;php bn:01753580n;texte bn:00076732n;fichier bn:00021475n;données bn:00025314n;base de donnees bn:00025333n;site bn:00047172n;client web bn:00013447n;langage de script bn:01431715n;nombre bn:00058285n;sélectionner bn:00084931v;méthode get bn:00045088n;code bn:00020354n;afficher bn:00087013v;nécessaire bn:00107182a;fois bn:00032768n;chaîne bn:00074685n;syntaxe bn:00062118n;langage bn:00049910n;méthode bn:01641329n;pouvoir bn:00084450v;timestamp bn:03603649n;pouvoir bn:00084451v;impossible bn:00104687a;echo bn:03626250n;rue bn:00074595n;exception bn:00032118n;wamp bn:01708928n;symfony bn:02798620n;doctype bn:15839327n;realisateur bn:00027369n;informatique bn:00100175a;
43;0;Attributes;31;0;
