X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
C11 ; 1 ; 0.153846 ; 0.173913 ; 0.296296 ; 0.206897 ; 0.25 ; 0.25
C15 ; 0.153846 ; 1 ; 0.0952381 ; 0.148148 ; 0.24 ; 0.24 ; 0.130435
C17 ; 0.173913 ; 0.0952381 ; 1 ; 0.166667 ; 0.272727 ; 0.12 ; 0.0952381
C19 ; 0.296296 ; 0.148148 ; 0.166667 ; 1 ; 0.333333 ; 0.333333 ; 0.24
C3 ; 0.206897 ; 0.24 ; 0.272727 ; 0.333333 ; 1 ; 0.241379 ; 0.148148
C5 ; 0.25 ; 0.24 ; 0.12 ; 0.333333 ; 0.241379 ; 1 ; 0.192308
C6 ; 0.25 ; 0.130435 ; 0.0952381 ; 0.24 ; 0.148148 ; 0.192308 ; 1
