X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0.0740741 ; 0 ; 0.0769231 ; 0 ; 0 ; 0 ; 0.0655738
mysql bn:01225760n ; 0 ; 0.333333 ; 0.3375 ; 0.349398 ; 0.349398 ; 0.337349 ; 0.364706
texte bn:00076732n ; 0 ; 0 ; 0.0769231 ; 0 ; 0 ; 0.0714286 ; 0.0655738
fichier bn:00021475n ; 0.0740741 ; 0 ; 0 ; 0 ; 0 ; 0.0714286 ; 0.0655738
données bn:00025314n ; 0 ; 0 ; 0.142857 ; 0.131148 ; 0.131148 ; 0.133333 ; 0
types bn:00016413n ; 0.353659 ; 0.358025 ; 0 ; 0.357143 ; 0.357143 ; 0.395062 ; 0.325843
session bn:03751534n ; 0.242424 ; 0 ; 0 ; 0.231884 ; 0.231884 ; 0.235294 ; 0.219178
base de donnees bn:00025333n ; 0 ; 0 ; 0.142857 ; 0.131148 ; 0.131148 ; 0.133333 ; 0
entités bn:00031027n ; 0 ; 0.215385 ; 0.21875 ; 0 ; 0.220588 ; 0.205882 ; 0.225352
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0363636 ; 0.037037 ; 0
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0701754 ; 0.0714286 ; 0.0655738
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0701754 ; 0 ; 0.0714286 ; 0.0655738
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0.037037 ; 0
sélectionner bn:00084931v ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0 ; 0.0338983
post bn:01500184n ; 0.227273 ; 0.230769 ; 0 ; 0 ; 0.217391 ; 0.238806 ; 0.205479
méthode get bn:00045088n ; 0.242424 ; 0 ; 0.25 ; 0.231884 ; 0.231884 ; 0 ; 0.219178
code bn:00020354n ; 0.137931 ; 0.140351 ; 0 ; 0 ; 0 ; 0.133333 ; 0.123077
utilisateur bn:00079373n ; 0.325 ; 0.329114 ; 0.316456 ; 0 ; 0.329268 ; 0.317073 ; 0.361446
afficher bn:00087013v ; 0.137931 ; 0 ; 0.142857 ; 0 ; 0.131148 ; 0 ; 0.123077
nécessaire bn:00107182a ; 0 ; 0.0754717 ; 0 ; 0 ; 0.0701754 ; 0 ; 0.0655738
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0172414
fois bn:00032768n ; 0.353659 ; 0.358025 ; 0 ; 0.357143 ; 0.357143 ; 0.395062 ; 0.325843
