X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0.0689655 ; 0 ; 0.0689655 ; 0 ; 0 ; 0 ; 0.0655738
mysql bn:01225760n ; 0 ; 0.341176 ; 0.337209 ; 0.341176 ; 0.344828 ; 0.337079 ; 0.356322
texte bn:00076732n ; 0 ; 0 ; 0.0689655 ; 0 ; 0 ; 0.0645161 ; 0.0655738
fichier bn:00021475n ; 0.129032 ; 0 ; 0 ; 0 ; 0.125 ; 0.121212 ; 0.123077
données bn:00025314n ; 0 ; 0 ; 0.129032 ; 0.131148 ; 0.125 ; 0.121212 ; 0
types bn:00016413n ; 0.337209 ; 0.341176 ; 0 ; 0.357143 ; 0.344828 ; 0.367816 ; 0.325843
session bn:03751534n ; 0.228571 ; 0 ; 0 ; 0.231884 ; 0.222222 ; 0.216216 ; 0.219178
base de donnees bn:00025333n ; 0 ; 0 ; 0.129032 ; 0.131148 ; 0.125 ; 0.121212 ; 0
entités bn:00031027n ; 0 ; 0.231884 ; 0.228571 ; 0 ; 0.222222 ; 0.216216 ; 0.219178
site bn:00047172n ; 0.228571 ; 0.231884 ; 0.228571 ; 0 ; 0.222222 ; 0.216216 ; 0
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0666667 ; 0.0645161 ; 0.0655738
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0701754 ; 0 ; 0.0645161 ; 0.0655738
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0.0333333 ; 0
sélectionner bn:00084931v ; 0 ; 0.0363636 ; 0 ; 0 ; 0 ; 0 ; 0.0338983
post bn:01500184n ; 0.214286 ; 0.217391 ; 0 ; 0 ; 0.208333 ; 0.219178 ; 0.205479
méthode get bn:00045088n ; 0.228571 ; 0 ; 0.228571 ; 0.231884 ; 0.222222 ; 0 ; 0.219178
code bn:00020354n ; 0.129032 ; 0.131148 ; 0 ; 0 ; 0 ; 0.121212 ; 0.123077
utilisateur bn:00079373n ; 0.348837 ; 0.352941 ; 0.364706 ; 0 ; 0.340909 ; 0.363636 ; 0.337079
afficher bn:00087013v ; 0.129032 ; 0 ; 0.129032 ; 0 ; 0.125 ; 0 ; 0.123077
