X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0.0366972 ; 0 ; 0.0366972 ; 0 ; 0 ; 0 ; 0.0366972
mysql bn:01225760n ; 0 ; 0.247706 ; 0.247706 ; 0.266055 ; 0.266055 ; 0.256881 ; 0.284404
texte bn:00076732n ; 0 ; 0 ; 0.0366972 ; 0 ; 0 ; 0.0366972 ; 0.0366972
fichier bn:00021475n ; 0.0366972 ; 0 ; 0 ; 0 ; 0 ; 0.0366972 ; 0.0366972
données bn:00025314n ; 0 ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0
types bn:00016413n ; 0.266055 ; 0.266055 ; 0 ; 0.275229 ; 0.275229 ; 0.293578 ; 0.266055
session bn:03751534n ; 0.146789 ; 0 ; 0 ; 0.146789 ; 0.146789 ; 0.146789 ; 0.146789
base de donnees bn:00025333n ; 0 ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0
entités bn:00031027n ; 0 ; 0.12844 ; 0.12844 ; 0 ; 0.137615 ; 0.12844 ; 0.146789
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0183486 ; 0.0183486 ; 0
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0366972 ; 0.0366972 ; 0.0366972
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0366972 ; 0 ; 0.0366972 ; 0.0366972
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0183486 ; 0 ; 0.0183486 ; 0
sélectionner bn:00084931v ; 0 ; 0.0183486 ; 0 ; 0 ; 0 ; 0 ; 0.0183486
post bn:01500184n ; 0.137615 ; 0.137615 ; 0 ; 0 ; 0.137615 ; 0.146789 ; 0.137615
méthode get bn:00045088n ; 0.146789 ; 0 ; 0.146789 ; 0.146789 ; 0.146789 ; 0 ; 0.146789
code bn:00020354n ; 0.0733945 ; 0.0733945 ; 0 ; 0 ; 0 ; 0.0733945 ; 0.0733945
utilisateur bn:00079373n ; 0.238532 ; 0.238532 ; 0.229358 ; 0 ; 0.247706 ; 0.238532 ; 0.275229
afficher bn:00087013v ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945
nécessaire bn:00107182a ; 0 ; 0.0366972 ; 0 ; 0 ; 0.0366972 ; 0 ; 0.0366972
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00917431
fois bn:00032768n ; 0.266055 ; 0.266055 ; 0 ; 0.275229 ; 0.275229 ; 0.293578 ; 0.266055
programmation bn:00021493n ; 0.238532 ; 0.238532 ; 0.229358 ; 0.247706 ; 0 ; 0.238532 ; 0.275229
class bn:03598962n ; 0.0733945 ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0
