X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
commentaires bn:00020978n ; 0.146789 ; 0.146789 ; 0 ; 0.146789 ; 0.146789 ; 0.146789 ; 0
composer bn:14766022n ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0 ; 0 ; 0 ; 0.0733945
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0183486 ; 0 ; 0.0183486 ; 0
syntaxe bn:00062118n ; 0.266055 ; 0.266055 ; 0 ; 0.275229 ; 0.275229 ; 0.293578 ; 0.266055
personne bn:00046516n ; 0.0366972 ; 0 ; 0 ; 0 ; 0.0366972 ; 0.0366972 ; 0
définition bn:00025928n ; 0.256881 ; 0 ; 0.256881 ; 0.275229 ; 0.275229 ; 0.256881 ; 0.293578
langage bn:00049910n ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0
mode bn:00033729n ; 0.266055 ; 0.266055 ; 0 ; 0.275229 ; 0.275229 ; 0.293578 ; 0.266055
configuration bn:03088982n ; 0.146789 ; 0.146789 ; 0.146789 ; 0.146789 ; 0.146789 ; 0 ; 0
xml bn:02771436n ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945
web bn:00080772n ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0.0733945 ; 0 ; 0.0733945
méthode bn:01641329n ; 0.0733945 ; 0 ; 0 ; 0.0733945 ; 0 ; 0.0733945 ; 0.0733945
bits bn:00010731n ; 0.0733945 ; 0.0733945 ; 0 ; 0 ; 0.0733945 ; 0.0733945 ; 0
foreach bn:03463379n ; 0.137615 ; 0.137615 ; 0 ; 0 ; 0.137615 ; 0.146789 ; 0.137615
pouvoir bn:00084450v ; 0.0183486 ; 0.0183486 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.146789 ; 0.146789 ; 0.146789 ; 0.146789 ; 0.146789
varchar bn:01838409n ; 0.0733945 ; 0 ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0
timestamp bn:03603649n ; 0.0733945 ; 0.0733945 ; 0 ; 0 ; 0 ; 0.0733945 ; 0.0733945
easyphp bn:14837849n ; 0.0733945 ; 0.0733945 ; 0 ; 0.0733945 ; 0.0733945 ; 0 ; 0
insert bn:03795444n ; 0.0733945 ; 0.0733945 ; 0 ; 0.0733945 ; 0.0733945 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.00917431 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.0733945 ; 0 ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945
en-tête bn:00043309n ; 0 ; 0.0733945 ; 0.0733945 ; 0 ; 0.0733945 ; 0 ; 0.0733945
client bn:00019764n ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0 ; 0
file bn:00065682n ; 0 ; 0.0733945 ; 0.0733945 ; 0.0733945 ; 0 ; 0 ; 0.0733945
echo bn:03626250n ; 0 ; 0.0366972 ; 0 ; 0.0366972 ; 0 ; 0 ; 0.0366972
rue bn:00074595n ; 0 ; 0 ; 0.0183486 ; 0 ; 0 ; 0 ; 0.0183486
exception bn:00032118n ; 0 ; 0.0183486 ; 0.0183486 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0183486 ; 0.0183486 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.00917431 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.00917431 ; 0 ; 0 ; 0
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00917431 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0.0183486 ; 0 ; 0.0183486 ; 0
