Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;5;Objects;0;7;
0;5;Attributes;0;7;C11;C15;C17;C19;C3;C5;C6;
1;2;Objects;1;2;php bn:01753580n;
1;2;Attributes;1;2;C19;C5;
2;4;Objects;1;5;client web bn:00013447n;
2;4;Attributes;1;5;C11;C15;C17;C19;C6;
3;2;Objects;1;2;méthode get bn:00045088n;
3;2;Attributes;1;2;C15;C5;
4;3;Objects;1;3;code bn:00020354n;
4;3;Attributes;1;3;C17;C19;C3;
5;2;Objects;1;2;méthode bn:01641329n;
5;2;Attributes;1;2;C15;C3;
6;2;Objects;1;2;client bn:00019764n;
6;2;Attributes;1;2;C5;C6;
7;3;Objects;2;3;fichier bn:00021475n;client web bn:00013447n;
7;3;Attributes;2;3;C15;C17;C19;
8;3;Objects;2;3;client web bn:00013447n;afficher bn:00087013v;
8;3;Attributes;2;3;C15;C19;C6;
9;3;Objects;2;3;client web bn:00013447n;langage bn:00049910n;
9;3;Attributes;2;3;C11;C17;C6;
10;3;Objects;2;3;client web bn:00013447n;pouvoir bn:00084451v;
10;3;Attributes;2;3;C11;C19;C6;
11;2;Objects;3;2;fichier bn:00021475n;client web bn:00013447n;code bn:00020354n;
11;2;Attributes;3;2;C17;C19;
12;2;Objects;3;2;fichier bn:00021475n;client web bn:00013447n;afficher bn:00087013v;
12;2;Attributes;3;2;C15;C19;
13;3;Objects;3;3;données bn:00025314n;base de donnees bn:00025333n;client web bn:00013447n;
13;3;Attributes;3;3;C11;C15;C6;
14;2;Objects;3;2;client web bn:00013447n;afficher bn:00087013v;pouvoir bn:00084451v;
14;2;Attributes;3;2;C19;C6;
15;2;Objects;3;2;code bn:00020354n;chaîne bn:00074685n;echo bn:03626250n;
15;2;Attributes;3;2;C17;C3;
16;2;Objects;4;2;données bn:00025314n;base de donnees bn:00025333n;client web bn:00013447n;afficher bn:00087013v;
16;2;Attributes;4;2;C15;C6;
17;2;Objects;4;2;client web bn:00013447n;langage de script bn:01431715n;nécessaire bn:00107182a;langage bn:00049910n;
17;2;Attributes;4;2;C11;C17;
18;2;Objects;5;2;données bn:00025314n;base de donnees bn:00025333n;client web bn:00013447n;langage bn:00049910n;pouvoir bn:00084451v;
18;2;Attributes;5;2;C11;C6;
19;2;Objects;5;2;client web bn:00013447n;serveur bn:00044916n;fois bn:00032768n;syntaxe bn:00062118n;langage bn:00049910n;
19;2;Attributes;5;2;C17;C6;
