X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
serveur bn:00044916n ; 0.145455 ; 0.145455 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0
fois bn:00032768n ; 0.145455 ; 0.145455 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0
programmation bn:00021493n ; 0.236364 ; 0.236364 ; 0.227273 ; 0.236364 ; 0 ; 0.245455 ; 0.263636
class bn:03598962n ; 0.0727273 ; 0.0727273 ; 0 ; 0.0727273 ; 0 ; 0.0727273 ; 0
commentaires bn:00020978n ; 0.145455 ; 0.145455 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0
composer bn:14766022n ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0 ; 0 ; 0 ; 0.0727273
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0.0181818 ; 0
syntaxe bn:00062118n ; 0.145455 ; 0.145455 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0
personne bn:00046516n ; 0.0363636 ; 0 ; 0 ; 0 ; 0.0363636 ; 0.0363636 ; 0
définition bn:00025928n ; 0.254545 ; 0 ; 0.254545 ; 0.272727 ; 0.272727 ; 0.254545 ; 0.290909
langage bn:00049910n ; 0 ; 0.0727273 ; 0 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0
mode bn:00033729n ; 0.263636 ; 0.263636 ; 0 ; 0.272727 ; 0.272727 ; 0.290909 ; 0.263636
configuration bn:03088982n ; 0.145455 ; 0.145455 ; 0.145455 ; 0.145455 ; 0.145455 ; 0 ; 0
xml bn:02771436n ; 0.0727273 ; 0 ; 0.0727273 ; 0 ; 0.0727273 ; 0 ; 0.0727273
postgresql bn:01709156n ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0 ; 0 ; 0
web bn:00080772n ; 0 ; 0.0727273 ; 0 ; 0.0727273 ; 0.0727273 ; 0 ; 0.0727273
méthode bn:01641329n ; 0.0727273 ; 0 ; 0 ; 0.0727273 ; 0 ; 0.0727273 ; 0.0727273
bits bn:00010731n ; 0.0727273 ; 0.0727273 ; 0 ; 0 ; 0.0727273 ; 0.0727273 ; 0
foreach bn:03463379n ; 0.136364 ; 0.136364 ; 0 ; 0 ; 0.136364 ; 0.145455 ; 0.136364
pouvoir bn:00084450v ; 0.0181818 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0
information bn:00046705n ; 0 ; 0 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0
timestamp bn:03603649n ; 0.0363636 ; 0.0363636 ; 0 ; 0 ; 0 ; 0.0363636 ; 0
easyphp bn:14837849n ; 0.0727273 ; 0.0727273 ; 0 ; 0.0727273 ; 0.0727273 ; 0 ; 0
pouvoir bn:00084451v ; 0 ; 0.00909091 ; 0 ; 0 ; 0 ; 0 ; 0
impossible bn:00104687a ; 0 ; 0.0363636 ; 0 ; 0 ; 0.0363636 ; 0.0363636 ; 0
en-tête bn:00043309n ; 0 ; 0.0727273 ; 0.0727273 ; 0 ; 0.0727273 ; 0 ; 0.0727273
client bn:00019764n ; 0 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0 ; 0
file bn:00065682n ; 0 ; 0.0363636 ; 0.0363636 ; 0.0363636 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0.0181818 ; 0 ; 0.0181818 ; 0 ; 0 ; 0
rue bn:00074595n ; 0 ; 0 ; 0.00909091 ; 0 ; 0 ; 0 ; 0
exception bn:00032118n ; 0 ; 0.0181818 ; 0.0181818 ; 0 ; 0 ; 0 ; 0
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0.0181818 ; 0
symfony bn:02798620n ; 0 ; 0 ; 0 ; 0.00909091 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.00909091 ; 0 ; 0 ; 0
realisateur bn:00027369n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00909091 ; 0
informatique bn:00100175a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00909091 ; 0
