X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0.0181818 ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0.254545 ; 0.254545 ; 0.254545 ; 0.272727 ; 0.272727 ; 0.272727
texte bn:00076732n ; 0 ; 0 ; 0.0181818 ; 0 ; 0 ; 0.0181818 ; 0
fichier bn:00021475n ; 0.0363636 ; 0 ; 0 ; 0 ; 0 ; 0.0363636 ; 0.0363636
données bn:00025314n ; 0 ; 0 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0
types bn:00016413n ; 0.263636 ; 0.263636 ; 0 ; 0.272727 ; 0.272727 ; 0.290909 ; 0.263636
session bn:03751534n ; 0.145455 ; 0 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0.145455
base de donnees bn:00025333n ; 0 ; 0 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0.0727273 ; 0
entités bn:00031027n ; 0 ; 0.0727273 ; 0.0727273 ; 0 ; 0.0727273 ; 0.0727273 ; 0
site bn:00047172n ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0.0181818 ; 0
client web bn:00013447n ; 0 ; 0 ; 0 ; 0 ; 0.0181818 ; 0.0181818 ; 0
langage de script bn:01431715n ; 0 ; 0 ; 0 ; 0.0363636 ; 0 ; 0.0363636 ; 0.0363636
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.0181818 ; 0 ; 0.0181818 ; 0
sélectionner bn:00084931v ; 0 ; 0.0181818 ; 0 ; 0 ; 0 ; 0 ; 0.0181818
post bn:01500184n ; 0.136364 ; 0.136364 ; 0 ; 0 ; 0.136364 ; 0.145455 ; 0.136364
méthode get bn:00045088n ; 0.145455 ; 0 ; 0.145455 ; 0.145455 ; 0.145455 ; 0 ; 0.145455
code bn:00020354n ; 0.0727273 ; 0.0727273 ; 0 ; 0 ; 0 ; 0.0727273 ; 0.0727273
utilisateur bn:00079373n ; 0.236364 ; 0.254545 ; 0.245455 ; 0 ; 0.254545 ; 0.254545 ; 0.272727
afficher bn:00087013v ; 0.0363636 ; 0 ; 0.0363636 ; 0 ; 0.0363636 ; 0 ; 0
nécessaire bn:00107182a ; 0 ; 0.0363636 ; 0 ; 0 ; 0.0363636 ; 0 ; 0.0363636
