X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
php bn:01753580n ; 0 ; 0 ; 0 ; 0.153846 ; 0 ; 0.285714 ; 0
mysql bn:01225760n ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
texte bn:00076732n ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fichier bn:00021475n ; 0 ; 0.214286 ; 0.214286 ; 0.285714 ; 0 ; 0 ; 0
données bn:00025314n ; 0.25 ; 0.214286 ; 0 ; 0 ; 0 ; 0 ; 0.266667
types bn:00016413n ; 0 ; 0 ; 0.0909091 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.0909091 ; 0 ; 0 ; 0 ; 0 ; 0
base de donnees bn:00025333n ; 0.25 ; 0.214286 ; 0 ; 0 ; 0 ; 0 ; 0.266667
entités bn:00031027n ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
site bn:00047172n ; 0 ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0
client web bn:00013447n ; 0.35 ; 0.318182 ; 0.318182 ; 0.363636 ; 0 ; 0 ; 0.47619
langage de script bn:01431715n ; 0.2 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0769231
sélectionner bn:00084931v ; 0.111111 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
post bn:01500184n ; 0 ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0
méthode get bn:00045088n ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0.285714 ; 0
code bn:00020354n ; 0 ; 0 ; 0.307692 ; 0.2 ; 0.333333 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0 ; 0.0833333 ; 0 ; 0 ; 0
afficher bn:00087013v ; 0 ; 0.285714 ; 0 ; 0.266667 ; 0 ; 0 ; 0.25
nécessaire bn:00107182a ; 0.2 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0.142857
fois bn:00032768n ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0.142857
programmation bn:00021493n ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0
commentaires bn:00020978n ; 0 ; 0 ; 0.0909091 ; 0 ; 0 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0.166667 ; 0 ; 0.285714 ; 0 ; 0
syntaxe bn:00062118n ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0.142857
personne bn:00046516n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0769231
définition bn:00025928n ; 0 ; 0.0909091 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.333333 ; 0 ; 0.285714 ; 0 ; 0 ; 0 ; 0.25
mode bn:00033729n ; 0 ; 0 ; 0.0909091 ; 0 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
xml bn:02771436n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
