Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;5;Objects;0;10;
0;5;Attributes;0;10;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA;
1;3;Objects;1;3;fichier bn:00021475n;
1;3;Attributes;1;3;C2;C3;C4;
2;3;Objects;1;4;client bn:00019764n;
2;3;Attributes;1;4;C2;C5;C7;C8;
3;2;Objects;1;2;commentaire bn:00020978n;
3;2;Attributes;1;2;C2;CJA;
4;3;Objects;1;5;nombre bn:00058285n;
4;3;Attributes;1;5;C1;C2;C3;C6;C9;
5;2;Objects;1;2;méthode post bn:00045088n;
5;2;Attributes;1;2;C4;C5;
6;4;Objects;1;4;site bn:00047172n;
6;4;Attributes;1;4;C6;C7;C8;C9;
7;2;Objects;1;2;langage de script bn:01431715n;
7;2;Attributes;1;2;C4;C9;
8;2;Objects;1;2;méthode bn:01641329n;
8;2;Attributes;1;2;C3;CJA;
9;2;Objects;1;2;classe bn:03608262n;
9;2;Attributes;1;2;C8;CJA;
10;2;Objects;2;2;fichier bn:00021475n;nombre bn:00058285n;
10;2;Attributes;2;2;C2;C3;
11;2;Objects;2;3;client bn:00019764n;php bn:01753580n;
11;2;Attributes;2;3;C2;C5;C8;
12;3;Objects;2;3;donnée bn:00025314n;site bn:00047172n;
12;3;Attributes;2;3;C6;C8;C9;
13;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
13;2;Attributes;2;2;C1;C2;
14;2;Objects;2;2;nombre bn:00058285n;zones bn:00005513n;
14;2;Attributes;2;2;C1;C9;
15;2;Objects;2;2;nombre bn:00058285n;personne bn:00046516n;
15;2;Attributes;2;2;C1;C6;
16;2;Objects;2;2;nombre bn:00058285n;typage bn:00016413n;
16;2;Attributes;2;2;C2;C9;
17;2;Objects;2;2;timestamp bn:03603649n;chaîne bn:00074685n;
17;2;Attributes;2;2;C3;C7;
18;2;Objects;3;2;client bn:00019764n;site bn:00047172n;foreach bn:03463379n;
18;2;Attributes;3;2;C7;C8;
19;2;Objects;3;2;donnée bn:00025314n;nombre bn:00058285n;site bn:00047172n;
19;2;Attributes;3;2;C6;C9;
20;2;Objects;3;2;donnée bn:00025314n;text bn:14981519n;site bn:00047172n;
20;2;Attributes;3;2;C8;C9;
21;1;Objects;5;1;fichier bn:00021475n;méthode post bn:00045088n;langage de script bn:01431715n;list bn:04720346n;positionnement bn:00030615n;
21;1;Attributes;5;1;C4;
22;1;Objects;6;1;java bn:00048043n;commentaire bn:00020978n;méthode bn:01641329n;classe bn:03608262n;mise bn:00016287n;publique bn:00109211a;
22;1;Attributes;6;1;CJA;
23;1;Objects;7;1;client bn:00019764n;php bn:01753580n;méthode post bn:00045088n;xml bn:02771436n;configuration bn:03088982n;composer bn:14766022n;doctype bn:15839327n;
23;1;Attributes;7;1;C5;
24;1;Objects;8;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;personne bn:00046516n;site bn:00047172n;insert bn:03795444n;varchar bn:01838409n;null bn:15898583n;
24;1;Attributes;8;1;C6;
25;1;Objects;9;1;fichier bn:00021475n;nombre bn:00058285n;programmation bn:00021493n;méthode bn:01641329n;timestamp bn:03603649n;chaîne bn:00074685n;exceptions bn:00032118n;echo bn:03626250n;files bn:00065682n;
25;1;Attributes;9;1;C3;
26;1;Objects;12;1;donnée bn:00025314n;nombre bn:00058285n;text bn:14981519n;zones bn:00005513n;site bn:00047172n;langage de script bn:01431715n;typage bn:00016413n;mot bn:00081546n;moteur bn:00030850n;affiche bn:00087013v;transaction bn:01403911n;visiteur bn:03106425n;
26;1;Attributes;12;1;C9;
27;1;Objects;14;1;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;nombre bn:00058285n;zones bn:00005513n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
27;1;Attributes;14;1;C1;
28;1;Objects;14;1;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;nombre bn:00058285n;interpréter bn:00089840v;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;typage bn:00016413n;pointeur bn:03222272n;casse bn:03225002n;
28;1;Attributes;14;1;C2;
29;1;Objects;16;1;client bn:00019764n;url bn:00079080n;langage bn:00049910n;case bn:04777941n;fermeture bn:16858148n;site bn:00047172n;france bn:00036202n;foreach bn:03463379n;timestamp bn:03603649n;session bn:03751534n;chaîne bn:00074685n;entête bn:00043309n;valeur bn:00079508n;généralité bn:00041249n;autre bn:00108013a;avoir accès bn:00082209v;
29;1;Attributes;16;1;C7;
30;1;Objects;17;1;client bn:00019764n;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;foreach bn:03463379n;cle bn:04756252n;opérateur bn:16281811n;classe bn:03608262n;class bn:03598962n;mysqli bn:01438356n;bienvenue bn:00080852n;paris bn:00015540n;
30;1;Attributes;17;1;C8;
