X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
C1 ; 1 ; 0.176471 ; 0.266234 ; 0.185484 ; 0.23871 ; 0.246575 ; 0.025 ; 0.0438596 ; 0.236641 ; 0.182482
C2 ; 0.176471 ; 1 ; 0.262821 ; 0.128788 ; 0.251613 ; 0.295775 ; 0.237624 ; 0.0521739 ; 0.188406 ; 0.179856
C3 ; 0.266234 ; 0.262821 ; 1 ; 0.221557 ; 0.368132 ; 0.342697 ; 0.168831 ; 0.150327 ; 0.295858 ; 0.46
C4 ; 0.185484 ; 0.128788 ; 0.221557 ; 1 ; 0.313725 ; 0.208861 ; 0.0909091 ; 0.153153 ; 0.212766 ; 0.17931
C5 ; 0.23871 ; 0.251613 ; 0.368132 ; 0.313725 ; 1 ; 0.325843 ; 0.229167 ; 0.193103 ; 0.285714 ; 0.301205
C6 ; 0.246575 ; 0.295775 ; 0.342697 ; 0.208861 ; 0.325843 ; 1 ; 0.210145 ; 0.131944 ; 0.329032 ; 0.279503
C7 ; 0.025 ; 0.237624 ; 0.168831 ; 0.0909091 ; 0.229167 ; 0.210145 ; 1 ; 0.130435 ; 0.113636 ; 0.195122
C8 ; 0.0438596 ; 0.0521739 ; 0.150327 ; 0.153153 ; 0.193103 ; 0.131944 ; 0.130435 ; 1 ; 0.201681 ; 0.172131
C9 ; 0.236641 ; 0.188406 ; 0.295858 ; 0.212766 ; 0.285714 ; 0.329032 ; 0.113636 ; 0.201681 ; 1 ; 0.231788
CJA ; 0.182482 ; 0.179856 ; 0.46 ; 0.17931 ; 0.301205 ; 0.279503 ; 0.195122 ; 0.172131 ; 0.231788 ; 1
