Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;4;Objects;0;10;
0;4;Attributes;0;10;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA;
1;3;Objects;1;4;fichier bn:00021475n;
1;3;Attributes;1;4;C2;C3;C4;C7;
2;4;Objects;1;4;base de donnée bn:00025333n;
2;4;Attributes;1;4;C1;C6;C8;C9;
3;2;Objects;1;2;commentaire bn:00020978n;
3;2;Attributes;1;2;C2;CJA;
4;3;Objects;1;4;post bn:01500184n;
4;3;Attributes;1;4;C1;C4;C7;C8;
5;4;Objects;1;5;nombre bn:00058285n;
5;4;Attributes;1;5;C1;C2;C3;C6;C9;
6;3;Objects;1;3;méthode post bn:00045088n;
6;3;Attributes;1;3;C1;C4;C5;
7;3;Objects;1;4;site bn:00047172n;
7;3;Attributes;1;4;C6;C7;C8;C9;
8;2;Objects;1;2;langage de script bn:01431715n;
8;2;Attributes;1;2;C4;C9;
9;3;Objects;1;3;class bn:03598962n;
9;3;Attributes;1;3;C3;C8;CJA;
10;2;Objects;2;2;fichier bn:00021475n;post bn:01500184n;
10;2;Attributes;2;2;C4;C7;
11;2;Objects;2;2;fichier bn:00021475n;nombre bn:00058285n;
11;2;Attributes;2;2;C2;C3;
12;3;Objects;2;4;client bn:00019764n;php bn:01753580n;
12;3;Attributes;2;4;C2;C5;C7;C8;
13;2;Objects;2;2;base de donnée bn:00025333n;post bn:01500184n;
13;2;Attributes;2;2;C1;C8;
14;3;Objects;2;3;base de donnée bn:00025333n;nombre bn:00058285n;
14;3;Attributes;2;3;C1;C6;C9;
15;2;Objects;2;2;code bn:00020354n;class bn:03598962n;
15;2;Attributes;2;2;C3;C8;
16;2;Objects;2;2;délimiter bn:00086464v;nombre bn:00058285n;
16;2;Attributes;2;2;C1;C2;
17;2;Objects;2;2;nombre bn:00058285n;typage bn:00016413n;
17;2;Attributes;2;2;C2;C9;
18;2;Objects;2;2;classe bn:03608262n;class bn:03598962n;
18;2;Attributes;2;2;C8;CJA;
19;2;Objects;3;2;navigateur bn:00013447n;post bn:01500184n;méthode post bn:00045088n;
19;2;Attributes;3;2;C1;C4;
20;2;Objects;3;2;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;
20;2;Attributes;3;2;C2;C7;
21;2;Objects;3;2;fichier bn:00021475n;timestamp bn:03603649n;chaîne bn:00074685n;
21;2;Attributes;3;2;C3;C7;
22;3;Objects;3;3;base de donnée bn:00025333n;donnée bn:00025314n;site bn:00047172n;
22;3;Attributes;3;3;C6;C8;C9;
23;2;Objects;3;2;base de donnée bn:00025333n;nombre bn:00058285n;personne bn:00046516n;
23;2;Attributes;3;2;C1;C6;
24;2;Objects;3;2;programmation bn:00021493n;méthode bn:01641329n;class bn:03598962n;
24;2;Attributes;3;2;C3;CJA;
25;2;Objects;4;2;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;site bn:00047172n;
25;2;Attributes;4;2;C6;C9;
26;2;Objects;4;2;base de donnée bn:00025333n;donnée bn:00025314n;text bn:14981519n;site bn:00047172n;
26;2;Attributes;4;2;C8;C9;
27;2;Objects;4;2;base de donnée bn:00025333n;nombre bn:00058285n;zones bn:00005513n;mysql bn:01225760n;
27;2;Attributes;4;2;C1;C9;
28;2;Objects;5;2;client bn:00019764n;php bn:01753580n;post bn:01500184n;site bn:00047172n;foreach bn:03463379n;
28;2;Attributes;5;2;C7;C8;
29;1;Objects;7;1;navigateur bn:00013447n;fichier bn:00021475n;post bn:01500184n;méthode post bn:00045088n;langage de script bn:01431715n;list bn:04720346n;positionnement bn:00030615n;
29;1;Attributes;7;1;C4;
30;1;Objects;7;1;client bn:00019764n;php bn:01753580n;méthode post bn:00045088n;xml bn:02771436n;configuration bn:03088982n;composer bn:14766022n;doctype bn:15839327n;
30;1;Attributes;7;1;C5;
31;1;Objects;8;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;personne bn:00046516n;site bn:00047172n;insert bn:03795444n;varchar bn:01838409n;null bn:15898583n;
31;1;Attributes;8;1;C6;
32;1;Objects;8;1;java bn:00048043n;commentaire bn:00020978n;programmation bn:00021493n;méthode bn:01641329n;classe bn:03608262n;class bn:03598962n;mise bn:00016287n;publique bn:00109211a;
32;1;Attributes;8;1;CJA;
33;1;Objects;11;1;fichier bn:00021475n;code bn:00020354n;nombre bn:00058285n;programmation bn:00021493n;méthode bn:01641329n;timestamp bn:03603649n;chaîne bn:00074685n;exceptions bn:00032118n;echo bn:03626250n;files bn:00065682n;class bn:03598962n;
33;1;Attributes;11;1;C3;
34;1;Objects;14;1;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;nombre bn:00058285n;interpréter bn:00089840v;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;typage bn:00016413n;pointeur bn:03222272n;casse bn:03225002n;
34;1;Attributes;14;1;C2;
35;1;Objects;14;1;base de donnée bn:00025333n;donnée bn:00025314n;nombre bn:00058285n;text bn:14981519n;zones bn:00005513n;mysql bn:01225760n;site bn:00047172n;langage de script bn:01431715n;typage bn:00016413n;mot bn:00081546n;moteur bn:00030850n;affiche bn:00087013v;transaction bn:01403911n;visiteur bn:03106425n;
35;1;Attributes;14;1;C9;
36;1;Objects;17;1;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;base de donnée bn:00025333n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;post bn:01500184n;nombre bn:00058285n;zones bn:00005513n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;méthode post bn:00045088n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
36;1;Attributes;17;1;C1;
37;1;Objects;18;1;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;foreach bn:03463379n;cle bn:04756252n;opérateur bn:16281811n;classe bn:03608262n;class bn:03598962n;mysqli bn:01438356n;bienvenue bn:00080852n;paris bn:00015540n;
37;1;Attributes;18;1;C8;
38;1;Objects;19;1;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;url bn:00079080n;post bn:01500184n;langage bn:00049910n;case bn:04777941n;fermeture bn:16858148n;site bn:00047172n;france bn:00036202n;foreach bn:03463379n;timestamp bn:03603649n;session bn:03751534n;chaîne bn:00074685n;entête bn:00043309n;valeur bn:00079508n;généralité bn:00041249n;autre bn:00108013a;avoir accès bn:00082209v;
38;1;Attributes;19;1;C7;
39;0;Objects;79;0;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;fichier bn:00021475n;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;java bn:00048043n;code bn:00020354n;texte bn:00076732n;concerner bn:00083240v;commentaire bn:00020978n;délimiter bn:00086464v;fois bn:00032768n;url bn:00079080n;case à cocher bn:03157691n;post bn:01500184n;nombre bn:00058285n;text bn:14981519n;langage bn:00049910n;zones bn:00005513n;utilisateur bn:00079373n;case bn:04777941n;associer bn:00082868v;personne bn:00046516n;méthode post bn:00045088n;fermeture bn:16858148n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;jour bn:00000086n;programmation bn:00021493n;site bn:00047172n;france bn:00036202n;langage de script bn:01431715n;interpréter bn:00089840v;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;typage bn:00016413n;foreach bn:03463379n;pointeur bn:03222272n;list bn:04720346n;casse bn:03225002n;méthode bn:01641329n;cle bn:04756252n;mot bn:00081546n;timestamp bn:03603649n;session bn:03751534n;chaîne bn:00074685n;opérateur bn:16281811n;classe bn:03608262n;exceptions bn:00032118n;moteur bn:00030850n;xml bn:02771436n;entête bn:00043309n;echo bn:03626250n;files bn:00065682n;class bn:03598962n;affiche bn:00087013v;configuration bn:03088982n;insert bn:03795444n;varchar bn:01838409n;mise bn:00016287n;transaction bn:01403911n;valeur bn:00079508n;visiteur bn:03106425n;publique bn:00109211a;composer bn:14766022n;doctype bn:15839327n;positionnement bn:00030615n;mysqli bn:01438356n;null bn:15898583n;généralité bn:00041249n;autre bn:00108013a;avoir accès bn:00082209v;bienvenue bn:00080852n;paris bn:00015540n;
39;0;Attributes;79;0;
