X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0309278 ; 0.0206186 ; 0 ; 0 ; 0.0412371
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0.0206186 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0 ; 0 ; 0.0412371 ; 0.0412371 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.0206186 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0.0412371 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0412371 ; 0 ; 0.0412371 ; 0 ; 0 ; 0 ; 0 ; 0.0412371
valeur bn:00079508n ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0206186
visiteur bn:03106425n ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0.0309278 ; 0 ; 0.0309278 ; 0 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0412371 ; 0 ; 0.0412371 ; 0 ; 0 ; 0 ; 0.0412371
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0 ; 0.0412371 ; 0.0412371 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0 ; 0.0206186 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0412371 ; 0 ; 0 ; 0 ; 0.0412371 ; 0.0412371
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0.0206186 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0103093 ; 0
