X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
url bn:00079080n ; 0.244898 ; 0 ; 0.193333 ; 0.212963 ; 0.181208 ; 0 ; 0 ; 0 ; 0.206612 ; 0.168
case à cocher bn:03157691n ; 0.103896 ; 0 ; 0 ; 0.0930233 ; 0 ; 0.0661157 ; 0 ; 0 ; 0.0792079 ; 0
post bn:01500184n ; 0 ; 0.188119 ; 0.190476 ; 0 ; 0.146667 ; 0.173913 ; 0 ; 0 ; 0.183333 ; 0.173554
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0.12766 ; 0.118519 ; 0 ; 0.171429 ; 0.21875 ; 0 ; 0.130841
text bn:14981519n ; 0.316239 ; 0.258065 ; 0.302469 ; 0.244275 ; 0.260606 ; 0.261146 ; 0 ; 0 ; 0 ; 0.227586
langage bn:00049910n ; 0.161616 ; 0 ; 0.178082 ; 0 ; 0.157534 ; 0 ; 0 ; 0.2 ; 0.198276 ; 0.177966
zones bn:00005513n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.0173913 ; 0 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.192053 ; 0.222222 ; 0.172185 ; 0.176056 ; 0 ; 0 ; 0.195122 ; 0.185484
case bn:04777941n ; 0.25 ; 0.184466 ; 0.187919 ; 0 ; 0 ; 0.188406 ; 0 ; 0 ; 0.190083 ; 0.190083
associer bn:00082868v ; 0 ; 0 ; 0.114286 ; 0 ; 0.100719 ; 0.108527 ; 0 ; 0 ; 0.138889 ; 0.12844
personne bn:00046516n ; 0 ; 0 ; 0.0985915 ; 0.148936 ; 0.108696 ; 0 ; 0 ; 0.212121 ; 0.138889 ; 0
méthode post bn:00045088n ; 0 ; 0.18018 ; 0.207792 ; 0 ; 0 ; 0.20979 ; 0.225806 ; 0.170213 ; 0.186047 ; 0.204724
fermeture bn:16858148n ; 0.305732 ; 0 ; 0.386243 ; 0.3375 ; 0.341969 ; 0.303665 ; 0 ; 0.256757 ; 0.379518 ; 0.301136
machine bn:00054050n ; 0 ; 0 ; 0.0601504 ; 0 ; 0.0534351 ; 0.0578512 ; 0 ; 0 ; 0 ; 0.0693069
mysql bn:01225760n ; 0 ; 0 ; 0.0597015 ; 0.0930233 ; 0.0610687 ; 0.0661157 ; 0 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0196078 ; 0 ; 0
jour bn:00000086n ; 0.103896 ; 0 ; 0.0597015 ; 0 ; 0 ; 0.0661157 ; 0 ; 0 ; 0 ; 0.0792079
programmation bn:00021493n ; 0.247423 ; 0.194175 ; 0 ; 0.214953 ; 0.182432 ; 0.20438 ; 0 ; 0 ; 0.198347 ; 0
site bn:00047172n ; 0.156627 ; 0.139535 ; 0.116788 ; 0 ; 0.0948905 ; 0 ; 0 ; 0 ; 0 ; 0.100917
france bn:00036202n ; 0 ; 0.0138889 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.0533333 ; 0 ; 0 ; 0.0314961 ; 0.034188 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.016 ; 0 ; 0 ; 0.0384615 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0610687 ; 0.0661157 ; 0 ; 0 ; 0.0792079 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0173913 ; 0 ; 0 ; 0 ; 0.0210526
côté client bn:03163702n ; 0 ; 0 ; 0.0307692 ; 0 ; 0.0314961 ; 0.034188 ; 0 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.114286 ; 0 ; 0.100719 ; 0.108527 ; 0.217391 ; 0 ; 0 ; 0.12844
foreach bn:03463379n ; 0 ; 0.232 ; 0.282209 ; 0.267717 ; 0.240964 ; 0.248408 ; 0 ; 0 ; 0.248227 ; 0.230769
pointeur bn:03222272n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0210526
list bn:04720346n ; 0 ; 0.0759494 ; 0.0606061 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.07 ; 0.0594059
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00806452 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.196429 ; 0 ; 0.205128 ; 0.223684 ; 0.222222 ; 0.21875 ; 0.215054 ; 0.209302 ; 0
cle bn:04756252n ; 0 ; 0.101266 ; 0.0597015 ; 0.0930233 ; 0 ; 0 ; 0 ; 0 ; 0.0792079 ; 0
mot bn:00081546n ; 0 ; 0.178218 ; 0.183673 ; 0.2 ; 0.163265 ; 0.158273 ; 0 ; 0 ; 0 ; 0.165289
timestamp bn:03603649n ; 0 ; 0.0533333 ; 0 ; 0 ; 0.0314961 ; 0.034188 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0597015 ; 0.0930233 ; 0.0610687 ; 0.0661157 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.016 ; 0 ; 0 ; 0.0384615 ; 0 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.00787402 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0610687 ; 0.0661157 ; 0 ; 0 ; 0.0792079 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0106383
moteur bn:00030850n ; 0 ; 0 ; 0.0601504 ; 0 ; 0.0534351 ; 0.0578512 ; 0 ; 0 ; 0 ; 0.0693069
xml bn:02771436n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.0173913 ; 0 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.0597015 ; 0 ; 0 ; 0.0661157 ; 0 ; 0 ; 0.0792079 ; 0.0792079
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00877193 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.034188 ; 0.0689655 ; 0 ; 0 ; 0.0412371
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.016 ; 0 ; 0 ; 0 ; 0.0210526 ; 0
affiche bn:00087013v ; 0 ; 0 ; 0.0597015 ; 0.0930233 ; 0 ; 0.0661157 ; 0 ; 0 ; 0 ; 0.0792079
configuration bn:03088982n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0210526 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0 ; 0 ; 0.0740741 ; 0.0412371 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.015625 ; 0 ; 0.016 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.034188 ; 0 ; 0 ; 0.0412371 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0307692 ; 0 ; 0.0314961 ; 0 ; 0 ; 0 ; 0 ; 0.0412371
valeur bn:00079508n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0210526
visiteur bn:03106425n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.034188 ; 0 ; 0.0740741 ; 0 ; 0
publique bn:00109211a ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0610687 ; 0.0661157 ; 0 ; 0 ; 0.0792079 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0487805 ; 0 ; 0.034188 ; 0 ; 0 ; 0 ; 0.0412371
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0487805 ; 0 ; 0 ; 0 ; 0.0740741 ; 0.0412371 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0106383
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.016 ; 0 ; 0 ; 0 ; 0.0210526 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0314961 ; 0 ; 0 ; 0 ; 0.0412371 ; 0.0412371
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00877193 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00877193 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0173913 ; 0 ; 0 ; 0.0210526 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00877193 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0106383 ; 0
