X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
C1 ; 1 ; 0.234727 ; 0.289474 ; 0.211726 ; 0.305556 ; 0.26183 ; 0.16388 ; 0.210714 ; 0.256024 ; 0.284345
C2 ; 0.234727 ; 1 ; 0.330383 ; 0.252459 ; 0.281065 ; 0.318328 ; 0.251748 ; 0.159468 ; 0.270833 ; 0.291536
C3 ; 0.289474 ; 0.330383 ; 1 ; 0.294985 ; 0.361111 ; 0.297222 ; 0.305031 ; 0.230303 ; 0.32967 ; 0.470219
C4 ; 0.211726 ; 0.252459 ; 0.294985 ; 1 ; 0.315625 ; 0.217125 ; 0.193103 ; 0.178322 ; 0.265244 ; 0.277955
C5 ; 0.305556 ; 0.281065 ; 0.361111 ; 0.315625 ; 1 ; 0.385802 ; 0.248428 ; 0.182927 ; 0.350725 ; 0.307246
C6 ; 0.26183 ; 0.318328 ; 0.297222 ; 0.217125 ; 0.385802 ; 1 ; 0.202572 ; 0.19281 ; 0.346505 ; 0.277612
C7 ; 0.16388 ; 0.251748 ; 0.305031 ; 0.193103 ; 0.248428 ; 0.202572 ; 1 ; 0.185606 ; 0.24127 ; 0.216828
C8 ; 0.210714 ; 0.159468 ; 0.230303 ; 0.178322 ; 0.182927 ; 0.19281 ; 0.185606 ; 1 ; 0.294915 ; 0.223333
C9 ; 0.256024 ; 0.270833 ; 0.32967 ; 0.265244 ; 0.350725 ; 0.346505 ; 0.24127 ; 0.294915 ; 1 ; 0.293605
CJA ; 0.284345 ; 0.291536 ; 0.470219 ; 0.277955 ; 0.307246 ; 0.277612 ; 0.216828 ; 0.223333 ; 0.293605 ; 1
